student_id,term_number,course name,grade
9330,810,Educational Media Theory,B
9330,810,Ethnic and Gender Equity in Education,A
875,810,Introduction to the Theatre,A
9330,810,Voice and Diction,A
9330,810,Theatre History II,A
1196,810,Psychology of Women,A
9358,810,Object-Oriented Programming and Data Structures I,B
10649,810,Object-Oriented Programming and Data Structures I,D
4045,810,Database Design and Implementation,C
68,810,Electrical Engineering Projects and Tools,A
4992,810,Introduction to Engineering Projects,B
5077,810,Introduction to Engineering Projects,A
7798,810,Introduction to Engineering Projects,A
10649,810,Introduction to Engineering Projects,A
9358,810,Calculus and Analytic Geometry I,C
5077,810,Calculus and Analytic Geometry I,B
4045,810,Calculus and Analytic Geometry I,C
4045,810,Discrete Mathematics,F
68,810,Discrete Mathematics,D
4992,810,Calculus and Analytic Geometry II,C
7798,810,Calculus and Analytic Geometry II,C
10649,810,Calculus and Analytic Geometry III,C
68,810,General Physics I,C
4992,810,Object-Oriented Programming and Data Structures I,B
5077,810,Object-Oriented Programming and Data Structures I,A
7798,810,Object-Oriented Programming and Data Structures I,B
4045,810,Introduction to Software Engineering,B
4992,810,Principles of Macroeconomics,C
9358,810,Principles of Macroeconomics,B
5077,810,Principles of Macroeconomics,A
5077,810,College Writing II,B
4992,810,College Writing II,B
9358,810,College Writing II,B
10649,810,College Writing II,B
7798,810,College Writing II,B
10649,810,World Civilization I,C
9358,810,World Civilization II,C
7798,810,World Civilization II,B
10649,810,Self Defense,B
7798,810,Racquet Sports,A
4045,810,Introduction to Sociology,C
68,810,Introduction to Sociology,C
68,810,Oral Communication for Professionals,C
5077,810,Oral Communication for Professionals,A
2823,810,Financial Accounting,B
7158,810,Essentials of Anatomy and Physiology,B
2823,810,Leadership and Management,C
8302,810,Leadership and Management,F
2474,810,Leadership and Management,A
515,810,Leadership and Management,A
2694,810,Leadership and Management,A
2823,810,Introduction to Marketing,C
7134,810,Introduction to Mass Media,F
5526,810,Introductory Chemistry,D
6239,810,Chemistry for Engineers,B
6676,810,Chemistry for Engineers,B
6940,810,Chemistry for Engineers,D
6147,810,Introduction to Programming,B
5977,810,Programming in C++,C
10307,810,Programming in C++,F
5526,810,Programming in C++,F
3075,810,Object-Oriented Programming and Data Structures I,B
8771,810,Object-Oriented Programming and Data Structures I,A
4648,810,Object-Oriented Programming and Data Structures I,C
5435,810,Database Design and Implementation,F
2694,810,Database Design and Implementation,B
7158,810,Database Design and Implementation,C
8700,810,Database Design and Implementation,B
1904,810,Database Design and Implementation,B
2797,810,Database Design and Implementation,C
153,810,Database Design and Implementation,B
3157,810,Electrical Engineering Projects and Tools,A
2694,810,Electrical Engineering Projects and Tools,A
8700,810,Electrical Engineering Projects and Tools,A
1904,810,Electrical Engineering Projects and Tools,B
515,810,Electrical Engineering Projects and Tools,A
3052,810,Electrical Engineering Projects and Tools,A
5370,810,Electrical Engineering Projects and Tools,A
153,810,Electrical Engineering Projects and Tools,A
5435,810,Circuit Modeling I,C
5370,810,Circuit Modeling I,D
8302,810,Engineering Success Skills,F
10307,810,Engineering Success Skills,D
2334,810,Engineering Success Skills,B
2474,810,Introduction to Engineering Projects,A
3157,810,Introduction to Engineering Projects,A
9170,810,Introduction to Engineering Projects,A
713,810,Introduction to Engineering Projects,A
3075,810,Introduction to Engineering Projects,A
4648,810,Introduction to Engineering Projects,B
2334,810,Introduction to Engineering Projects,A
1614,810,Introduction to Engineering Projects,A
9370,810,Introduction to Engineering Projects,A
515,810,Introduction to Engineering Projects,A
10369,810,Introduction to Engineering Projects,B
6676,810,Introduction to Engineering Projects,A
4017,810,Introduction to Engineering Projects,B
8771,810,Introduction to Engineering Projects,A
9342,810,Introduction to Engineering Projects,F
619,810,Introduction to Engineering Projects,A
6239,810,Engineering Mechanics-Statics,B
10307,810,College Algebra,F
4017,810,College Algebra,B
5977,810,Precalculus,B
5526,810,Precalculus,F
2334,810,Trigonometry and Analytic Geometry,B
6940,810,Trigonometry and Analytic Geometry,C
4648,810,Trigonometry and Analytic Geometry,F
9342,810,Calculus and Analytic Geometry I,F
6676,810,Calculus and Analytic Geometry I,B
9170,810,Calculus and Analytic Geometry I,A
3052,810,Calculus and Analytic Geometry I,B
2474,810,Discrete Mathematics,A
5370,810,Discrete Mathematics,F
7158,810,Discrete Mathematics,C
2797,810,Discrete Mathematics,B
679,810,Discrete Mathematics,A
1904,810,Discrete Mathematics,B
619,810,Calculus and Analytic Geometry II,A
153,810,Calculus and Analytic Geometry II,B
1614,810,Calculus and Analytic Geometry II,C
3157,810,Calculus and Analytic Geometry II,A
713,810,Calculus and Analytic Geometry II,D
5435,810,Calculus and Analytic Geometry II,C
5370,810,Calculus and Analytic Geometry II,D
8771,810,Calculus and Analytic Geometry II,A
3075,810,Calculus and Analytic Geometry II,F
515,810,Calculus and Analytic Geometry II,B
8302,810,Calculus and Analytic Geometry III,F
8700,810,Calculus and Analytic Geometry III,D
6147,810,Calculus and Analytic Geometry III,C
6239,810,Differential Equations I,B
5435,810,General Physics I,C
2694,810,General Physics I,B
9370,810,General Physics I,A
2797,810,General Physics I,B
8700,810,General Physics I,C
8302,810,General Physics II,F
619,810,Object-Oriented Programming and Data Structures I,B
4017,810,Object-Oriented Programming and Data Structures I,B
679,810,Object-Oriented Programming and Data Structures I,B
515,810,Object-Oriented Programming and Data Structures I,B
9170,810,Object-Oriented Programming and Data Structures I,A
3052,810,Object-Oriented Programming and Data Structures I,C
1614,810,Object-Oriented Programming and Data Structures I,B
9370,810,Object-Oriented Programming and Data Structures I,A
3157,810,Object-Oriented Programming and Data Structures I,A
713,810,Object-Oriented Programming and Data Structures I,B
10369,810,Object-Oriented Programming and Data Structures I,C
2474,810,Introduction to Software Engineering,A
679,810,Introduction to Software Engineering,B
1614,810,Introduction to Software Engineering,A
9370,810,Introduction to Software Engineering,A
515,810,Introduction to Software Engineering,A
10369,810,Introduction to Software Engineering,B
153,810,Introduction to Software Engineering,B
2694,810,Intermediate Software Engineering,B
7158,810,Intermediate Software Engineering,B
1904,810,Intermediate Software Engineering,B
5977,810,Drawing II: Styles,C
7134,810,Drawing II: Styles,B
3075,810,Art Survey,C
3075,810,Principles of Macroeconomics,C
10307,810,Principles of Macroeconomics,F
2823,810,Principles of Microeconomics,B
9370,810,Principles of Microeconomics,A
8771,810,Principles of Microeconomics,A
9170,810,Principles of Microeconomics,B
713,810,Principles of Microeconomics,C
679,810,College Writing II,B
9342,810,College Writing II,F
3075,810,College Writing II,F
10307,810,College Writing II,B
4017,810,College Writing II,B
2474,810,College Writing II,B
1614,810,College Writing II,B
10369,810,College Writing II,A
3157,810,College Writing II,A
2334,810,College Writing II,C
6676,810,College Writing II,B
9170,810,College Writing II,A
6147,810,College Writing II,B
6940,810,College Writing II,C
4648,810,College Writing II,C
8771,810,College Writing II,B
619,810,College Writing II,A
7134,810,Classical Mythology,F
5526,810,Shakespeare,F
9342,810,World Civilization I,F
6239,810,World Civilization I,D
5370,810,World Civilization II,C
713,810,World Civilization II,C
8700,810,World Civilization II,A
1904,810,World Civilization II,B
7134,810,World Civilization II,F
7158,810,World Civilization II,A
2334,810,World Civilization II,B
3052,810,World Civilization II,D
619,810,World Civilization II,B
3157,810,World Civilization II,B
2823,810,History of the United States to 1877,C
3157,810,Jazz Ensemble,A
6940,810,Music Appreciation,A
713,810,Choir,A
2797,810,Introduction to Philosophy,B
5977,810,Philosophy in the Modern World,A
8302,810,"Science, Technology, and Ethics",F
4017,810,Introduction to the New Testament,C
2474,810,Fitness Assessment and Management,A
8485,810,Fitness Assessment and Management,A
8771,810,Fitness Assessment and Management,A
6940,810,Fitness Assessment and Management,C
9170,810,Aerobic Weight Training,A
1614,810,Jogging/Walking,A
3052,810,Jogging/Walking,C
9535,810,Personal Conditioning,A
4648,810,Soccer,A
713,810,Volleyball,A
6676,810,Volleyball,A
3157,810,Bowling,A
2334,810,Introduction to American Government,F
4648,810,General Psychology,C
153,810,General Psychology,A
2797,810,Introduction to Sociology,B
6676,810,Introduction to Sociology,B
2694,810,Oral Communication for Professionals,A
153,810,Oral Communication for Professionals,A
619,810,Oral Communication for Professionals,A
1904,810,Oral Communication for Professionals,A
4648,810,Oral Communication for Professionals,A
4017,810,Interpersonal Communication,B
6147,810,Introduction to Education,C
8670,820,Internship,F
5215,820,Wood Technology,C
6714,820,Business Communication,A
5215,820,College Algebra,B
8884,820,Calculus and Analytic Geometry I,F
1051,820,Calculus and Analytic Geometry I,C
2433,820,Linear Algebra,B
2450,820,Linear Algebra,B
9352,820,"The Political Economy of Race, Gender and Ethnicity",B
8884,820,Fitness Assessment and Management,A
291,820,Oral Communication for Professionals,B
4648,820,Trigonometry and Analytic Geometry,B
9170,820,Calculus and Analytic Geometry II,A
7158,820,Calculus and Analytic Geometry II,C
9170,820,World Civilization II,A
8293,830,Financial Accounting,B
6942,830,Financial Accounting,B
7437,830,Financial Accounting,B
6788,830,Financial Accounting,B
7999,830,Financial Accounting,C
733,830,Financial Accounting,B
8727,830,Financial Accounting,C
10105,830,Financial Accounting,C
3752,830,Financial Accounting,C
2346,830,Management Accounting,A
862,830,Management Accounting,B
6449,830,Management Accounting,C
4135,830,Management Accounting,C
1891,830,Management Accounting,F
2527,830,Management Accounting,C
7792,830,Accounting Issues for Managers,C
6714,830,Accounting Issues for Managers,C
970,830,BioQuest: Foundations for College Success,A
970,830,The Unity of Life,D
6456,830,Human Anatomy and Physiology I,C
6020,830,Essentials of Anatomy and Physiology,B
10529,830,Fundamentals of Biological Investigations,A
10529,830,Microbiology,B
2527,830,Global Business,B
9539,830,Global Business,D
5372,830,Global Business,B
1891,830,Global Business,D
8444,830,Global Business,D
9268,830,Global Business,B
8542,830,Global Business,C
862,830,Global Business,A
10594,830,Global Business,A
3833,830,Leadership and Management,B
9750,830,Leadership and Management,A
5173,830,Leadership and Management,A
9401,830,Leadership and Management,A
3605,830,Leadership and Management,A
8315,830,Leadership and Management,B
645,830,Leadership and Management,A
9352,830,Leadership and Management,C
7128,830,Leadership and Management,F
10062,830,Leadership and Management,C
4712,830,Leadership and Management,C
4013,830,Leadership and Management,A
7389,830,Leadership and Management,C
7801,830,Leadership and Management,A
8014,830,Leadership and Management,D
3801,830,Leadership and Management,B
10105,830,Leadership and Management,B
8964,830,Leadership and Management,A
698,830,Leadership and Management,B
5611,830,Introduction to Marketing,C
4135,830,Introduction to Marketing,B
2346,830,Introduction to Marketing,B
6714,830,Human Resource Management,B
3752,830,Human Resource Management,B
4831,830,Human Resource Management,B
2346,830,Human Resource Management,B
6395,830,Human Resource Management,C
2346,830,The Legal Environment of Business,A
6714,830,The Legal Environment of Business,A
3752,830,The Legal Environment of Business,B
5822,830,"Management, Gender & Race",D
4135,830,"Management, Gender & Race",A
2367,830,Personal Financial Planning,B
8670,830,Corporate Finance,D
8670,830,Strategic Management,C
6714,830,Special Topics,B
7437,830,History of Imaging,C
5677,830,Media Technologies I (Image Manipulation),A
9834,830,Media Technologies I (Image Manipulation),F
5677,830,Software: Illustrator Basic,C
5677,830,Software: Flash Basic,B
5677,830,Software: InDesign Basic,B
5677,830,Visual Communication,B
5341,830,Introduction to Mass Media,B
5677,830,Introduction to Mass Media,B
5677,830,Basic Photography,B
6976,830,Introductory Chemistry,B
1345,830,Introductory Chemistry,B
7948,830,Introductory Chemistry,C
7958,830,Introductory Chemistry,A
8542,830,Introductory Chemistry,C
7987,830,Introductory Chemistry,A
4483,830,Chemistry for Engineers,C
8406,830,Chemistry for Engineers,D
2780,830,Chemistry for Engineers,B
1833,830,Chemistry for Engineers,D
6009,830,Chemistry for Engineers,C
2018,830,Chemistry for Engineers,B
1183,830,Chemistry for Engineers,C
2676,830,Chemistry for Engineers,B
2760,830,Chemistry for Engineers,C
6456,830,Organic Chemistry Laboratory,B
6456,830,Organic Chemistry Lecture,D
1235,830,Civil Engineering Computer Applications,D
960,830,Introduction to Computer Science,F
9133,830,Introduction to Computer Science,F
1544,830,Introduction to Programming,B
488,830,Introduction to Programming,B
9750,830,Introduction to Programming,B
960,830,Introduction to Programming,F
9584,830,Introduction to Programming,C
528,830,Introduction to Programming,C
10555,830,Introduction to Programming,C
4602,830,Introduction to Programming,B
4052,830,Introduction to Programming,B
1051,830,Introduction to Programming,A
2527,830,Introduction to Programming,A
8376,830,Introduction to Programming,C
7441,830,Introduction to Programming,C
9834,830,Introduction to Programming,A
9062,830,Introduction to Programming,B
7801,830,Introduction to Programming,B
9252,830,Programming in C++,C
9024,830,Programming in C++,D
8293,830,Programming in C++,B
4678,830,Programming in C++,F
9539,830,Programming in C++,C
8014,830,Programming in C++,B
10616,830,Programming in C++,A
5872,830,Programming in C++,B
10569,830,Programming in C++,B
10105,830,Programming in C++,D
7896,830,Programming in C++,C
9133,830,Programming in C++,F
4999,830,Programming in C++,F
3833,830,Programming in C++,C
2760,830,Programming in C++,B
3229,830,Programming in C++,A
2405,830,Programming in C++,B
3313,830,Programming in C++,C
698,830,Programming in C++,C
862,830,Programming in C++,B
5372,830,Programming in C++,D
8167,830,Programming in C++,B
10062,830,Programming in C++,B
7005,830,Programming in C++,C
3856,830,Programming in C++,C
8305,830,Programming in C++,F
5611,830,Microcomputer Applications,B
2346,830,Microcomputer Applications,A
4013,830,Microcomputer Applications,A
8315,830,Programming in VB.NET,A
3752,830,Programming in VB.NET,C
733,830,Programming in VB.NET,B
7999,830,Programming in VB.NET,B
8045,830,Programming in VB.NET,B
6449,830,Programming in VB.NET,B
6942,830,Programming in VB.NET,A
1891,830,Programming in VB.NET,C
9361,830,Programming in VB.NET,C
6788,830,Programming in VB.NET,A
7441,830,Object-Oriented Programming and Data Structures I,B
733,830,Object-Oriented Programming and Data Structures I,B
7999,830,Object-Oriented Programming and Data Structures I,B
1196,830,Object-Oriented Programming and Data Structures I,C
9234,830,Object-Oriented Programming and Data Structures I,B
5822,830,Object-Oriented Programming and Data Structures I,B
5611,830,Object-Oriented Programming and Data Structures I,F
4831,830,Object-Oriented Programming and Data Structures I,B
8045,830,Object-Oriented Programming and Data Structures I,B
9401,830,Object-Oriented Programming and Data Structures I,A
9361,830,Object-Oriented Programming and Data Structures I,A
6765,830,Object-Oriented Programming and Data Structures I,F
9268,830,Object-Oriented Programming and Data Structures I,F
6822,830,Object-Oriented Programming and Data Structures I,D
711,830,Object-Oriented Programming and Data Structures I,B
1579,830,Object-Oriented Programming and Data Structures II,F
869,830,Object-Oriented Programming and Data Structures II,F
8334,830,Object-Oriented Programming and Data Structures II,C
10518,830,Object-Oriented Programming and Data Structures II,C
6395,830,Object-Oriented Programming and Data Structures II,C
3605,830,Object-Oriented Programming and Data Structures II,B
291,830,Object-Oriented Programming and Data Structures II,C
9689,830,Object-Oriented Programming and Data Structures II,F
8727,830,Object-Oriented Programming and Data Structures II,C
7128,830,Object-Oriented Programming and Data Structures II,F
1078,830,Object-Oriented Programming and Data Structures II,B
1455,830,Object-Oriented Programming and Data Structures II,F
8444,830,Object-Oriented Programming and Data Structures II,F
8318,830,Systems Analysis and Design,C
8315,830,Systems Analysis and Design,C
9689,830,Systems Analysis and Design,B
7437,830,Systems Analysis and Design,C
6449,830,Systems Analysis and Design,B
4135,830,Systems Analysis and Design,A
6942,830,Systems Analysis and Design,A
1891,830,Systems Analysis and Design,D
6788,830,Systems Analysis and Design,B
2433,830,Programming Language Structures,B
7585,830,Data Communications and Computer Networks,C
3092,830,Data Communications and Computer Networks,B
7128,830,Data Communications and Computer Networks,F
7792,830,Data Communications and Computer Networks,D
1078,830,Data Communications and Computer Networks,B
8444,830,Data Communications and Computer Networks,F
3912,830,Data Communications and Computer Networks,B
4712,830,Data Communications and Computer Networks,C
5173,830,Data Communications and Computer Networks,C
8670,830,Data Communications and Computer Networks,F
1901,830,Data Communications and Computer Networks,F
8444,830,"Web Protocols, Technologies and Applications",F
8670,830,Applications in Information Systems,C
1183,830,Electrical Engineering Projects and Tools,B
7585,830,Electrical Engineering Projects and Tools,A
2760,830,Electrical Engineering Projects and Tools,C
10616,830,Electrical Engineering Projects and Tools,A
8308,830,Electrical Engineering Projects and Tools,A
3801,830,Electrical Engineering Projects and Tools,A
9789,830,Electrical Engineering Projects and Tools,A
5142,830,Electrical Engineering Projects and Tools,A
10616,830,Circuit Modeling I,C
1051,830,Circuit Modeling I,F
4116,830,Circuit Modeling II,C
452,830,Circuit Modeling II,F
8542,830,Engineering Success Skills,B
2760,830,Engineering Success Skills,F
7441,830,Engineering Success Skills,A
7987,830,Engineering Success Skills,A
10062,830,Engineering Success Skills,B
7958,830,Engineering Success Skills,B
8167,830,Engineering Success Skills,C
10569,830,Engineering Success Skills,C
2018,830,Engineering Success Skills,C
4779,830,Engineering Success Skills,A
9062,830,Engineering Success Skills,B
9252,830,Engineering Success Skills,B
6976,830,Engineering Success Skills,D
9304,830,Engineering Success Skills,B
2780,830,Engineering Success Skills,B
5872,830,Engineering Success Skills,B
7948,830,Engineering Success Skills,C
5215,830,Engineering Success Skills,F
7005,830,Engineering Success Skills,B
8964,830,Engineering Success Skills,A
3856,830,Engineering Success Skills,B
1345,830,Engineering Success Skills,A
4678,830,Engineering Success Skills,A
2676,830,Engineering Success Skills,A
1183,830,Engineering Success Skills,A
8014,830,Engineering Success Skills,B
4999,830,Engineering Success Skills,F
698,830,Engineering Success Skills,B
2545,830,Engineering Success Skills,A
4483,830,Introduction to Engineering Projects,B
1051,830,Introduction to Engineering Projects,B
7441,830,Introduction to Engineering Projects,F
9352,830,Introduction to Engineering Projects,F
10616,830,Basic Thermoscience for Engineers,B
1235,830,Engineering Economy,F
2433,830,Applications of Electrical Engineering,C
9024,830,Intermediate Algebra,C
5372,830,Intermediate Algebra,C
3833,830,Intermediate Algebra,B
9584,830,Intermediate Algebra,C
1832,830,Intermediate Algebra,D
9133,830,Intermediate Algebra,F
9389,830,Intermediate Algebra,C
528,830,College Algebra,D
8542,830,College Algebra,D
9539,830,College Algebra,D
960,830,College Algebra,F
6976,830,College Algebra,F
7896,830,College Algebra,B
8376,830,College Algebra,D
9750,830,College Algebra,C
6788,830,College Algebra,F
6765,830,College Algebra,C
6822,830,College Algebra,C
9304,830,College Algebra,D
1544,830,College Algebra,F
970,830,College Algebra,F
10555,830,College Algebra,D
1704,830,College Algebra,C
1345,830,College Algebra,A
4999,830,College Algebra,F
6730,830,Elementary Statistics,A
2545,830,Precalculus,B
7948,830,Precalculus,C
4831,830,Precalculus,C
488,830,Precalculus,B
3313,830,Precalculus,C
8014,830,Precalculus,C
8045,830,Precalculus,F
7987,830,Precalculus,D
7005,830,Precalculus,C
698,830,Precalculus,C
7437,830,Trigonometry and Analytic Geometry,F
8406,830,Trigonometry and Analytic Geometry,D
6395,830,Trigonometry and Analytic Geometry,D
1199,830,Trigonometry and Analytic Geometry,D
10569,830,Trigonometry and Analytic Geometry,B
5215,830,Trigonometry and Analytic Geometry,D
6449,830,Trigonometry and Analytic Geometry,D
10062,830,Trigonometry and Analytic Geometry,C
6009,830,Trigonometry and Analytic Geometry,B
2780,830,Calculus and Analytic Geometry I,C
4602,830,Calculus and Analytic Geometry I,C
6020,830,Calculus and Analytic Geometry I,D
5872,830,Calculus and Analytic Geometry I,F
1833,830,Calculus and Analytic Geometry I,C
2405,830,Calculus and Analytic Geometry I,C
2760,830,Calculus and Analytic Geometry I,F
3229,830,Calculus and Analytic Geometry I,A
4483,830,Calculus and Analytic Geometry I,F
1901,830,Calculus and Analytic Geometry I,F
869,830,Calculus and Analytic Geometry I,F
7389,830,Calculus and Analytic Geometry I,C
3801,830,Calculus and Analytic Geometry I,F
645,830,Calculus and Analytic Geometry I,B
9689,830,Calculus and Analytic Geometry I,F
7801,830,Calculus and Analytic Geometry I,B
8964,830,Calculus and Analytic Geometry I,A
8334,830,Calculus and Analytic Geometry I,C
9201,830,Calculus and Analytic Geometry I,C
7441,830,Calculus and Analytic Geometry I,C
1183,830,Calculus and Analytic Geometry I,C
4779,830,Calculus and Analytic Geometry I,C
3856,830,Calculus and Analytic Geometry I,C
7585,830,Discrete Mathematics,F
3092,830,Discrete Mathematics,D
875,830,Discrete Mathematics,F
3912,830,Discrete Mathematics,D
1901,830,Discrete Mathematics,F
1196,830,Discrete Mathematics,C
3605,830,Calculus and Analytic Geometry II,C
1051,830,Calculus and Analytic Geometry II,F
330,830,Calculus and Analytic Geometry II,A
5054,830,Calculus and Analytic Geometry II,F
2676,830,Calculus and Analytic Geometry II,C
9352,830,Calculus and Analytic Geometry II,F
8167,830,Calculus and Analytic Geometry II,C
9789,830,Calculus and Analytic Geometry II,C
452,830,Calculus and Analytic Geometry III,C
2828,830,Calculus and Analytic Geometry III,B
2018,830,Calculus and Analytic Geometry III,C
711,830,Calculus and Analytic Geometry III,C
9330,830,Teaching of Mathematics in the Middle and Secondary School,C
5822,830,Linear Algebra,C
10616,830,Differential Equations I,F
9330,830,Statistical Methods with Applications,B
9330,830,Real Analysis,B
5677,830,Introductory Astronomy Lab,B
5677,830,Introductory Astronomy:Stars and Galaxies,C
8318,830,Introductory Physics I,C
9234,830,Introductory Physics I,F
5054,830,General Physics I,F
4116,830,General Physics I,B
2450,830,General Physics I,B
10616,830,Modern Physics,B
3801,830,Object-Oriented Programming and Data Structures I,B
4779,830,Object-Oriented Programming and Data Structures I,B
8964,830,Object-Oriented Programming and Data Structures I,A
9789,830,Object-Oriented Programming and Data Structures I,F
7389,830,Object-Oriented Programming and Data Structures I,B
8308,830,Object-Oriented Programming and Data Structures II,F
1199,830,Object-Oriented Programming and Data Structures II,C
2828,830,Object-Oriented Programming and Data Structures II,B
6730,830,Object-Oriented Programming and Data Structures II,F
5142,830,Object-Oriented Programming and Data Structures II,B
4116,830,Object-Oriented Programming and Data Structures II,B
7585,830,Object-Oriented Programming and Data Structures II,F
3092,830,Object-Oriented Programming and Data Structures II,C
3912,830,Object-Oriented Programming and Data Structures II,A
869,830,Introduction to Software Engineering,C
9401,830,Introduction to Software Engineering,A
9789,830,Introduction to Software Engineering,C
2828,830,Introduction to Software Engineering,A
7389,830,Introduction to Software Engineering,B
3605,830,Introduction to Software Engineering,B
9361,830,Introduction to Software Engineering,B
1455,830,Introduction to Software Engineering,C
5142,830,Introduction to Software Engineering,B
1901,830,Introduction to Software Engineering,C
7585,830,Object Oriented Analysis and Design,D
5341,830,Object Oriented Analysis and Design,C
875,830,Object Oriented Analysis and Design,C
5173,830,Object Oriented Analysis and Design,B
8334,830,Object Oriented Analysis and Design,C
6395,830,Object Oriented Analysis and Design,D
2450,830,Software Quality,C
2433,830,Software Engineering Project I,F
2450,830,Software Engineering Project I,C
9834,830,Drawing I: Basic Drawing,B
9133,830,Art Survey,F
9201,830,Art Survey,B
7005,830,Art Survey,B
9750,830,Art Survey,B
3856,830,Art Survey,B
869,830,Art Survey,B
10594,830,Art Survey,C
6730,830,Art Survey,B
7987,830,Art Survey,B
1199,830,Art Survey,B
4779,830,Art Survey,A
4999,830,Art Survey,C
9062,830,Art Survey,B
2367,830,Crafts I: Fibers and Fabrics,B
2367,830,Independent Work in Crafts,A
9389,830,Introduction to Criminal Justice,B
1832,830,Introduction to Criminal Justice,C
8305,830,Foundations of Interviewing,B
9252,830,Principles of Macroeconomics,D
4116,830,Principles of Macroeconomics,B
5872,830,Principles of Macroeconomics,A
3313,830,Principles of Macroeconomics,D
4779,830,Principles of Macroeconomics,B
8167,830,Principles of Macroeconomics,B
8293,830,Principles of Macroeconomics,B
5142,830,Principles of Macroeconomics,B
9304,830,Principles of Macroeconomics,D
7999,830,Principles of Macroeconomics,C
8334,830,Principles of Macroeconomics,B
291,830,Principles of Macroeconomics,B
4678,830,Principles of Macroeconomics,B
2828,830,Principles of Macroeconomics,B
1901,830,Principles of Macroeconomics,C
5611,830,Principles of Macroeconomics,C
733,830,Principles of Macroeconomics,B
862,830,Principles of Macroeconomics,B
1078,830,Principles of Microeconomics,B
6714,830,Principles of Microeconomics,C
6976,830,Principles of Microeconomics,C
8045,830,Principles of Microeconomics,C
5215,830,Principles of Microeconomics,B
6788,830,Principles of Microeconomics,D
6765,830,Principles of Microeconomics,C
875,830,Principles of Microeconomics,B
4013,830,Principles of Microeconomics,C
9401,830,Principles of Microeconomics,A
7801,830,Principles of Microeconomics,B
645,830,Interpretation of Business and Economic Data,B
8727,830,Interpretation of Business and Economic Data,B
10105,830,Interpretation of Business and Economic Data,C
4013,830,Interpretation of Business and Economic Data,C
2676,830,Fundamentals of English,B
7987,830,Fundamentals of English,D
3229,830,College Writing I,A
9201,830,College Writing I,C
10594,830,College Writing I,B
970,830,College Writing I,C
7005,830,College Writing I,D
7958,830,College Writing I,B
7896,830,College Writing I,B
10062,830,College Writing I,B
488,830,College Writing I,A
2018,830,College Writing I,C
9584,830,College Writing I,D
6976,830,College Writing I,C
10569,830,College Writing I,D
3833,830,College Writing I,F
3856,830,College Writing I,B
1544,830,College Writing I,D
10555,830,College Writing I,C
9133,830,College Writing I,F
9750,830,College Writing I,A
711,830,College Writing I,B
1704,830,College Writing I,B
960,830,College Writing I,C
528,830,College Writing I,B
8014,830,College Writing I,C
1345,830,College Writing I,A
8542,830,College Writing I,B
5872,830,College Writing I,A
698,830,College Writing I,B
7948,830,College Writing I,B
8376,830,College Writing I,D
1183,830,College Writing I,B
9024,830,College Writing I,C
2545,830,College Writing I,A
8293,830,College Writing I,A
1051,830,College Writing I,D
4999,830,College Writing I,F
8308,830,College Writing II,F
9304,830,College Writing II,A
9062,830,College Writing II,C
6765,830,College Writing II,D
9252,830,College Writing II,F
4483,830,College Writing II,C
8315,830,College Writing II,B
1832,830,College Writing II,A
4678,830,College Writing II,D
4052,830,Introduction to Creative Writing,A
9234,830,American Literature Through the Civil War,C
4052,830,World Literature I,B
1196,830,Technical Writing,A
10518,830,Technical Writing,B
645,830,Technical Writing,A
1579,830,Technical Writing,B
2367,830,Technical Writing,C
9234,830,Technical Writing,C
8318,830,Technical Writing,B
1199,830,Technical Writing,B
8727,830,Technical Writing,B
4052,830,Shakespeare,A
9539,830,Shakespeare,B
2405,830,"Race, Gender, and Class",A
8334,830,"Race, Gender, and Class",A
1455,830,"Race, Gender, and Class",A
3912,830,"Race, Gender, and Class",A
9201,830,Introduction to Ethnic Studies,A
4483,830,Introduction to Ethnic Studies,B
1579,830,Introduction to Ethnic Studies,A
6822,830,Black Experience in the U. S.,B
8305,830,Fingerprint Analysis and Other Biometrics,B
3801,830,Planet Earth,B
2922,830,Planet Earth,F
9361,830,Introduction to Human Geography,C
2545,830,Introduction to Human Geography,B
1455,830,Weather and Climate,B
1579,830,World Regional Geography,B
9352,830,World Regional Geography,D
6730,830,World Regional Geography,C
9389,830,Environmental Conservation,C
9389,830,Physical Geology,C
9834,830,Elementary German,F
6449,830,Elementary German,C
1833,830,Elementary German,B
2433,830,World Civilization I,C
8670,830,World Civilization I,B
7948,830,World Civilization I,D
7441,830,World Civilization I,B
8542,830,World Civilization I,D
1704,830,World Civilization I,B
8964,830,World Civilization I,B
2545,830,World Civilization I,A
5173,830,World Civilization II,B
2450,830,World Civilization II,C
2527,830,World Civilization II,B
1196,830,World Civilization II,A
9330,830,World Civilization II,A
8727,830,World Civilization II,C
875,830,World Civilization II,C
8376,830,World Civilization II,D
1832,830,World Civilization II,D
10105,830,World Civilization II,C
10518,830,World Civilization II,D
8670,830,World Civilization II,F
452,830,World Civilization II,D
9024,830,World Civilization II,B
10594,830,World Civilization II,B
7987,830,World Civilization II,B
711,830,World Civilization II,A
4712,830,History of the United States to 1877,B
291,830,History of the United States to 1877,B
9789,830,History of the United States since 1877,B
9304,830,History of the United States since 1877,C
8318,830,Medieval Europe,B
5822,830,Medieval Europe,A
9268,830,Modern European Thought and Culture,B
8315,830,Introduction to Japanese I,C
9689,830,Introduction to Japanese I,A
7128,830,Piano Techniques - First Semester,A
5341,830,University/Community Orchestra,A
488,830,Music Appreciation,A
