10132,740,117,0.75,80,0.75
2425,740,112,1,96,1
2197,740,112,1,93,0.5
1884,740,112,0.75,71,1
5633,740,112,0.5,72,0.75
4930,740,92,1,71,0.5
5447,740,92,0.5,80,0.75
5851,740,92,0.5,71,0.75
2754,740,92,0,71,0.25
7638,740,92,1,71,0.25
9878,740,92,1,71,1
2450,740,92,0.75,71,1
5365,740,92,0.5,71,0.75
702,740,92,0.5,72,0.75
6727,740,92,0.5,80,0.75
375,740,92,0.5,71,0.5
1665,740,92,0.5,71,0.25
864,740,92,1,80,1
8222,740,92,1,77,0.75
8058,740,92,1,71,0.75
5341,740,92,0.75,72,0.75
7763,740,92,0.5,71,0
8724,740,92,1,71,0.75
305,740,92,0.75,71,0.5
1672,740,72,1,65,0
6237,740,72,0.75,71,0
5633,740,72,0.75,71,0.25
6021,740,72,1,71,0.5
702,740,72,0.75,65,0
5822,740,72,1,92,1
5341,740,72,0.75,64,1
128,740,72,1,71,0.75
10518,740,72,1,71,0.75
7849,740,71,0.75,64,1
8058,740,71,0.75,80,0.75
8434,740,71,0.75,94,0.5
4930,740,71,0.5,94,0.75
1445,740,71,1,69,0.75
5851,740,71,0.75,69,0.75
4310,740,71,1,94,1
1665,740,71,0.25,63,0.25
7763,740,71,0,71,0.25
7677,740,71,1,97,0.75
10577,740,71,0.75,69,1
2450,740,71,1,94,0.75
5163,740,71,1,69,0.75
7449,740,71,0.75,64,0.75
2754,740,71,0.25,94,0.25
7638,740,71,0.25,65,0.75
1884,740,71,1,70,0.75
9878,740,71,1,65,0.75
8685,740,71,1,91,1
8724,740,71,0.75,64,0.5
5365,740,71,0.75,65,0.5
9698,740,71,1,63,0.75
305,740,71,0.5,63,0.25
375,740,71,0.5,69,0
8318,740,71,0.5,69,0.5
2433,740,71,1,94,0.75
3823,740,71,0.75,64,0.5
1559,740,71,1,92,1
8822,740,71,0.75,92,1
6369,740,71,0.5,64,0.25
9964,740,71,0.75,94,0.5
5170,740,71,1,94,1
9509,740,71,0.5,65,0
3124,740,96,0,93,0.5
2425,740,96,1,117,0.75
3576,740,77,0.75,69,0.75
9990,740,77,0,81,0
3718,740,77,0.5,74,0.25
8222,740,77,0.75,69,0.5
4680,740,77,1,88,1
4680,740,88,1,92,0.75
1351,740,61,0.75,63,0.25
697,740,61,1,94,0.5
160,740,63,0,63,0.5
305,740,63,0.25,80,0.25
1665,740,63,0.25,94,0.5
9698,740,63,0.75,94,0.75
1836,740,65,0.5,72,1
2432,740,65,0,65,0
702,740,65,0,71,0.25
5472,740,65,0.5,93,0.5
1672,740,65,0,71,0.75
2552,740,65,0.5,112,0.75
7638,740,65,0.75,71,1
9878,740,65,0.75,94,1
5365,740,65,0.5,91,1
6325,740,65,0.5,71,0.5
8978,740,65,0,72,0
8806,740,65,0,65,0.25
9509,740,65,0,94,0.25
4717,740,65,0.5,117,0.75
542,740,65,0.5,71,0
5262,740,65,0.5,92,0.75
3823,740,64,0.5,94,0.5
5341,740,64,1,71,0.75
8724,740,64,0.5,80,0.75
6454,740,64,0.75,94,0.75
5969,740,64,0.25,64,0.25
5405,740,64,0.5,71,1
6369,740,64,0.25,94,0.5
7849,740,64,1,94,0.75
7449,740,64,0.75,94,1
2781,740,64,0.25,94,0.25
375,740,69,0,80,0.25
891,740,69,0.75,92,0.75
5947,740,69,0.5,80,0.75
8222,740,69,0.5,76,0.75
4001,740,69,0.75,76,0.75
5163,740,69,0.75,94,0.75
3576,740,69,0.75,80,1
4182,740,69,0,71,1
1489,740,69,0,76,0
10577,740,69,1,94,0.75
922,740,69,1,81,1
9540,740,69,1,92,0.75
1213,740,69,0.75,81,1
5851,740,69,0.75,94,0.5
5447,740,80,0.75,76,0.75
1358,740,80,0.5,77,0.75
6239,740,80,0.75,92,1
5947,740,80,0.75,74,0.5
10132,740,80,0.75,94,0.75
864,740,80,1,76,0.75
3576,740,80,1,74,0.75
4117,740,80,0.75,92,0.75
556,740,80,0.75,88,0.5
922,740,81,1,74,0.75
1213,740,81,1,83,1
9990,740,81,0,76,0
1079,740,81,1,92,0.75
7849,740,94,0.75,69,0
10577,740,94,0.75,80,0.75
2433,740,94,0.75,80,0.5
1665,740,94,0.5,71,0.5
8434,740,94,0.5,80,0.75
1500,740,94,1,71,1
9964,740,94,0.5,92,1
6454,740,94,0.75,71,0.75
4930,740,94,0.75,80,0.75
697,740,94,0.5,117,0
5170,740,94,1,80,1
9698,740,94,0.75,92,1
2781,740,94,0.25,112,0.75
7449,740,94,1,93,1
4310,740,94,1,80,1
2754,740,94,0.25,92,0.75
9509,740,94,0.25,65,0
6369,740,94,0.5,71,0.75
5851,740,94,0.5,80,0.75
5163,740,94,0.75,80,1
3124,740,93,0.5,64,0.25
2197,740,93,0.5,92,0.75
1553,750,117,0.5,97,0.75
2425,750,117,0.75,97,0.5
6477,750,117,0.75,112,0.75
8136,750,117,0.25,112,0.75
9792,750,117,0.75,124,1
1596,750,117,0.5,112,0.5
8670,750,117,0.5,92,0.5
1978,750,117,1,97,1
6870,750,117,0.5,92,0.75
8631,750,118,0.5,119,0.75
9839,750,118,0.75,100,0.75
9277,750,118,0.5,119,0.75
8134,750,118,0,71,0.5
10469,750,118,0.75,74,0.75
8163,750,118,0.5,112,0.75
5887,750,118,1,97,0.75
10310,750,118,0.5,92,1
9263,750,118,0.75,92,0.75
7792,750,118,0.5,100,0.5
1653,750,118,1,123,0.75
5106,750,112,0.75,72,0.75
8136,750,112,0.75,97,0
5613,750,112,0.5,71,0.5
