count,student_id,Financial Accounting,Financial Accounting.1,Financial Accounting.2,General Botany,General Botany.1,General Botany.2,Global Business,Global Business.1,Global Business.2,Leadership and Management,Leadership and Management.1,Leadership and Management.2,"World Population, Food and Resources","World Population, Food and Resources.1","World Population, Food and Resources.2"
,10132,,,,,,,,,,,,,,,
,9535,,,,,,,,,,,,,,,
,4990,,,,,,,,,,,,,,,
,2425,,,,,,,,,,,,,,,
,2197,,,,,,,,,,,,,,,
,1884,,,,,,,,,,,,,,,
,5633,,,,,,,,,,,,,,,
,4930,,,,,,,,,,,,,,,
,5447,,,,,,,,,,,,,,,
,5851,,,,,,,,,,,,,,,
,2754,,,,,,,,,,,,,,,
,7638,,,,,,,,,,,,,,,
,9878,,,,,,,,,,,,,,,
,2450,,,,,,,,,,,,,,,
,5365,,,,,,,,,,,,,,,
