count,student_id
0,6622
0,6125
0,7140
0,5178
0,5520
0,4768
0,8105
0,1900
0,2788
0,6361
0,8943
0,8938
0,6266
0,7339
0,8439
0,5422
0,1830
0,7522
0,3947
0,7297
0,7331
0,9366
0,6336
0,3213
0,49
0,9941
0,2128
0,5336
0,3591
0,5370
0,10016
0,7439
0,836
0,7134
0,8966
0,8700
0,5685
0,2802
0,7856
0,2797
0,2823
0,1997
0,661
0,5223
0,2694
0,1904
0,6703
0,8859
0,8665
0,8159
0,829
0,1846
0,1284
0,3905
0,2729
0,3052
0,6357
0,6249
0,5805
0,8924
0,8302
0,9604
0,9700
0,8554
0,721
0,2134
0,7712
0,5465
0,9644
0,4043
0,9160
0,7744
0,5257
0,10654
0,4796
0,6117
0,7778
0,3061
0,909
0,5190
0,944
0,10255
0,6000
0,9554
0,3270
0,10566
0,2361
0,7599
0,1483
0,6099
0,7338
0,1679
0,1304
0,2111
0,5539
0,9545
0,9689
0,2367
0,3274
0,10467
0,4483
0,1238
0,5568
0,3642
0,4116
0,8308
0,5154
0,3692
0,2828
0,5142
0,1514
0,3912
0,8605
0,7999
0,1199
0,8727
0,1901
0,2255
0,10443
0,733
0,4831
0,875
0,10368
0,6942
0,7940
0,4259
0,291
0,3801
0,3696
0,9389
0,1051
0,3313
0,8344
0,10105
0,6020
0,10673
0,1235
0,1832
0,1234
0,2743
0,9401
0,6765
0,4634
0,2922
0,6130
0,7341
0,3605
0,8315
0,9352
0,869
0,10051
0,3100
0,1833
0,6009
0,7411
0,6822
0,8406
0,8098
0,5173
0,7801
0,7441
0,1593
0,5215
0,4013
0,9834
0,1326
0,8560
0,7798
0,5077
0,9358
0,4992
0,10649
0,10243
0,10161
0,9661
0,10382
0,9370
0,9170
0,1115
0,654
0,6437
0,245
0,5469
0,4648
0,6287
0,8771
0,10369
0,619
0,4017
0,1614
0,3075
0,6496
0,1434
0,9821
0,5074
0,5855
0,6676
0,8113
0,2503
0,10298
0,835
0,8449
0,1649
0,4191
0,2248
0,2701
0,4165
0,7456
0,4171
0,1129
0,5716
0,9137
0,3553
0,6794
0,5035
0,8493
0,7481
0,8801
0,3684
0,6914
0,8296
0,2573
0,465
0,8992
0,2334
0,2806
0,5430
0,5113
0,9716
0,6884
0,9342
0,10548
0,5007
0,8928
0,4540
0,7573
0,4832
0,2897
0,776
0,5269
0,3030
0,5201
0,489
0,9826
0,6974
0,9939
0,5877
0,9081
0,8024
0,5761
0,2771
0,6139
0,299
0,9504
0,6940
0,1625
0,6410
0,1013
0,10307
0,5977
0,691
0,2158
0,7334
0,8634
0,6843
0,8615
0,3157
0,3284
0,679
0,515
0,713
0,2404
0,201
0,7716
0,7969
0,9479
0,6759
0,9422
0,5958
0,9153
0,6132
0,8818
0,2817
0,3224
0,1947
0,4773
0,2416
0,1564
0,3409
0,2474
0,8230
0,7263
0,6897
0,2564
0,9267
0,21
0,5736
0,4064
0,4761
0,8485
0,8239
0,6354
0,5117
0,9011
0,8527
0,3394
0,1737
0,8519
0,6147
0,7018
0,107
0,4719
0,7246
0,8293
0,8063
0,862
0,2527
0,970
0,5372
0,8542
0,10594
0,3833
0,9750
0,3321
0,645
0,10062
0,9191
0,3026
0,10188
0,8014
0,6322
0,8964
0,698
0,7202
0,4703
0,6976
0,1345
0,7948
0,7958
0,7987
0,2780
0,2018
0,1183
0,2676
0,2760
0,960
0,9133
0,1544
0,488
0,9584
0,528
0,10555
0,4602
0,4052
0,8376
0,9062
0,9252
0,9024
0,4678
0,6026
0,10616
0,5872
0,10569
0,7896
0,4999
0,3229
0,2753
0,8167
0,1109
0,7005
0,3856
0,711
0,2121
0,4779
0,9304
0,2545
0,1704
0,9201
0,330
0,5054
0,8661
0,1775
0,7883
0,3334
0,7563
0,1103
0,6823
0,5299
0,8442
0,9959
0,3908
0,4641
0,554
0,7270
0,3366
0,6464
0,2048
0,682
0,4011
0,2498
0,540
0,7955
0,3828
0,5896
0,3757
0,4447
0,9354
0,10381
0,9298
0,3150
0,5991
0,5139
0,5213
0,385
0,7975
0,7397
0,2619
0,6011
0,4038
0,1385
0,10587
0,8060
0,2699
0,798
0,6863
0,8858
0,3578
0,5420
0,6744
0,240
0,7571
0,9521
0,3615
0,6227
0,2124
0,8066
0,147
0,5366
0,4570
0,3436
0,208
0,6861
0,5863
0,10514
0,9197
0,9874
0,9759
0,6065
0,1223
0,1840
0,2482
0,6649
0,7306
0,10281
0,9196
0,5115
0,2466
0,438
0,9172
0,2475
0,9766
0,10535
0,680
0,4909
0,6096
0,2403
0,6162
0,5569
0,4433
0,4448
0,503
0,2567
0,3891
0,8227
0,5152
0,7995
0,4112
0,1939
0,1869
0,6187
0,3107
0,10324
0,7366
0,6875
0,10494
0,5946
0,1678
0,8392
0,4118
0,3432
0,10680
0,6326
0,9052
0,1659
0,1310
0,4220
0,3043
0,6305
0,7383
0,6847
0,2409
0,8209
0,4266
0,9884
0,7215
0,8862
0,8480
0,3545
0,9989
0,10172
0,3474
0,8655
0,9022
0,7049
0,5464
0,8915
0,5689
0,6750
0,1210
0,2907
0,4941
0,8558
0,9532
0,9475
0,6379
0,2145
0,5795
0,5563
0,7951
0,2208
0,9274
0,9954
0,3450
0,1308
0,5918
0,9028
0,7053
0,6073
0,9386
0,4982
0,9548
0,6368
0,6304
0,9410
0,3557
0,5278
0,3297
0,1629
0,5909
0,9071
0,10378
0,7699
0,7292
0,9039
0,4368
0,7289
0,780
0,10592
0,4298
0,9461
0,5843
0,4895
0,60
0,16
0,6105
0,1186
0,2470
0,2106
0,10412
0,5019
0,4506
0,4338
0,9105
0,8894
0,5311
0,7346
0,7775
0,990
0,5616
0,8133
0,6142
0,1617
0,8765
0,9043
0,9097
0,5987
0,10641
0,3014
0,9866
0,5734
0,2966
0,7841
0,9902
0,177
0,134
0,7970
0,8177
0,9931
0,1999
0,192
0,2748
0,9076
0,6821
0,2130
0,1452
0,2750
0,3060
0,1347
0,3675
0,8697
0,6781
0,10630
0,7241
0,1036
0,7560
0,10401
0,4537
0,2578
0,6323
0,6747
0,4948
0,8654
0,986
0,4130
0,2981
0,3953
0,3309
0,1135
0,6939
0,6761
0,9293
0,6643
0,9801
0,3123
0,7832
0,1556
0,6302
0,6988
0,7743
0,4137
0,9703
0,3273
0,668
0,3159
0,7227
0,741
0,3117
0,3708
0,4244
0,5195
0,9699
0,4588
0,2487
0,10567
0,2137
0,6049
0,3876
0,1713
0,3621
0,9377
0,2841
0,7056
0,650
0,971
0,8324
0,3949
0,3019
0,8547
0,7772
0,10251
0,3399
0,10672
0,4362
0,4378
0,2299
0,9824
0,3561
0,526
0,9639
0,3612
0,5098
0,9559
0,9322
0,805
0,5134
0,10375
0,3649
0,8900
0,1144
0,3583
0,10563
0,9159
0,8361
0,3435
0,10554
0,4819
0,8261
0,3859
0,4096
0,5204
0,9997
0,5248
0,236
0,10145
0,10234
0,884
0,8795
0,6784
0,1009
0,1175
0,8053
0,5650
0,11
0,2483
0,8916
0,3471
0,1720
0,2647
0,259
0,4823
0,693
0,5846
0,2
0,3809
0,9948
0,5450
0,5109
0,1800
0,1842
0,5597
0,5426
0,10572
0,396
0,5825
0,3023
0,4687
0,5535
0,5675
0,3643
0,5559
0,10269
0,5840
0,7767
0,9585
0,4518
0,5883
0,845
0,10321
0,7485
0,1443
0,2544
0,6666
0,8402
0,8991
0,7945
0,3003
0,7597
0,3087
0,4556
0,1162
0,3329
0,4778
0,4099
0,839
0,8282
0,9795
0,5673
0,5083
0,8115
0,5473
0,9803
0,5155
0,10434
0,9228
0,4640
0,1733
0,2456
0,10031
0,1378
0,818
0,1008
0,2583
0,5614
0,2448
0,9916
0,7344
0,2638
0,7282
0,7694
0,761
0,7938
0,6513
0,32
0,8374
0,300
0,9947
0,1086
0,9564
0,348
0,4675
0,7364
0,10174
0,9533
0,3539
0,5266
0,3460
0,5086
0,8837
0,7820
0,6525
0,9534
0,524
0,381
0,6922
0,347
0,2057
0,585
0,8248
0,10260
0,9810
0,6597
0,4785
0,9764
0,2394
0,10651
0,6960
0,6927
0,6388
0,6198
0,4277
0,5705
0,749
0,6367
0,5108
0,1180
0,1340
0,9551
0,2935
0,8231
0,213
0,838
0,7963
0,4814
0,2669
0,6332
0,9405
0,8834
0,8592
0,7244
0,4864
0,3910
0,5357
0,8086
0,9365
0,9901
0,7923
0,5023
0,1930
0,3895
0,1857
0,2993
0,6166
0,3787
0,6145
0,6205
0,43
0,3239
0,8553
0,856
0,10102
0,10606
0,4219
0,3564
0,6126
0,2710
0,6855
0,8622
0,5762
0,9580
0,7197
0,10661
0,6444
0,8911
0,9835
0,10595
0,5258
0,2543
0,2473
0,10585
0,1156
0,9603
0,8775
0,10090
0,2211
0,5495
0,4809
0,9453
0,5596
0,2131
0,3069
0,10633
0,2853
0,3613
0,6279
0,2089
0,5700
0,1108
0,7433
0,1781
0,6446
0,2882
0,3896
0,9437
0,6938
0,1598
0,1044
0,3245
0,5097
0,132
0,9980
0,3509
0,9673
0,10650
0,958
0,1940
0,1968
0,2453
0,4324
0,6375
0,673
0,981
0,5584
0,8433
0,1494
0,3183
0,7872
0,4429
0,6770
0,10150
0,9058
0,5960
0,8395
0,1007
0,927
0,9287
0,9597
0,8755
0,2948
0,10235
0,4797
0,278
0,9956
0,3877
0,8830
0,5261
0,5176
0,6972
0,7609
0,10643
0,2290
0,3864
0,9506
0,7624
0,2476
0,6460
0,10511
0,3118
0,3188
0,8461
0,2660
0,9320
0,2447
0,2976
0,800
0,9595
0,7583
0,1258
0,8809
0,3531
0,8356
0,3943
0,9094
0,8047
0,4331
0,6737
0,3021
0,183
0,7787
0,6159
0,8368
0,4420
0,5565
0,6544
0,7
0,5230
0,612
0,2905
0,6694
0,7123
0,1749
0,1005
0,1141
0,3463
0,2331
0,6923
0,2127
0,3532
0,1239
0,760
0,5490
0,7894
0,8460
0,7738
0,2455
0,9421
0,2737
0,10170
0,1303
0,7011
0,8085
0,280
0,1931
0,10351
0,9136
0,4955
0,7471
0,10522
0,1002
0,9060
0,6195
0,4698
0,9771
0,3894
0,2839
0,2240
0,10656
0,2937
0,4940
0,6082
0,7512
0,4440
0,1967
0,5715
0,6661
0,715
0,6208
0,1423
0,9376
0,8797
0,7671
0,2358
0,281
0,4285
0,7169
0,4
0,3972
0,3680
0,1640
0,4372
0,6440
0,10693
0,6319
0,3966
0,158
0,766
0,2738
0,9057
0,8420
0,7199
0,570
0,882
0,8226
0,10122
0,8345
0,3795
0,10282
0,5349
0,5075
0,7871
0,10364
0,6092
0,9969
0,2029
0,1639
0,2492
0,6241
0,9148
0,10505
0,5442
0,6417
0,2115
0,6459
0,5760
0,3071
0,10584
0,2210
0,2307
0,2097
0,7845
0,2125
0,2971
0,4522
0,5498
0,6577
0,6144
0,6764
0,5091
0,2546
0,9165
0,3424
0,4260
0,10402
0,9008
0,3337
0,6977
0,1496
0,3551
0,10436
0,8788
0,7132
0,7455
0,9195
0,4487
0,1479
0,7135
0,8967
0,3283
0,1172
0,1315
0,9155
0,7079
0,5833
0,5876
0,9917
0,3296
0,180
0,3510
0,63
0,3406
0,1865
0,8649
0,2150
0,4231
0,7607
0,2332
0,2262
0,3865
0,4320
0,3788
0,2251
0,8981
0,4328
0,8307
0,10456
0,8793
0,9762
0,4994
0,4358
0,3584
0,9638
0,3420
0,8478
0,821
0,6490
0,9053
0,9926
0,7348
0,2224
0,3015
0,9369
0,6752
0,279
0,1776
0,8922
0,1435
0,8810
0,1178
0,8506
0,7733
0,5975
0,295
0,6289
0,8235
0,8003
0,1069
0,8079
0,2962
0,10670
0,5717
0,2191
0,4044
0,3080
0,2008
0,10103
0,3470
0,9720
0,6869
0,4441
0,1926
0,3928
0,1024
0,2715
0,9417
0,9936
0,2874
0,2100
0,441
0,9360
0,9825
0,6064
0,8417
0,5373
0,1743
0,7783
0,4357
0,3603
0,1173
0,6771
0,5168
0,2288
0,10137
0,1021
0,10676
0,5334
0,154
0,10692
0,6447
0,2156
0,8540
0,10015
0,7683
0,2696
0,48
0,7866
0,4750
0,674
0,3626
0,7910
0,9707
0,5547
0,8636
0,8885
0,4274
0,9516
0,6498
0,7706
0,9085
0,6978
0,2279
0,9473
0,3837
0,5934
0,3985
0,5197
0,9628
0,7358
0,4223
0,5312
0,5635
0,6893
0,2900
0,8595
0,532
0,6751
0,6521
0,2557
0,7508
0,8438
0,9957
0,4356
0,9881
0,1695
0,2312
0,7113
0,1093
0,4755
0,571
0,5416
0,2148
0,4381
0,8294
0,3838
0,2160
0,7127
0,7944
0,5529
0,9127
0,6308
0,5861
0,2579
0,10365
0,10644
0,91
0,3700
0,3544
0,342
0,4995
0,2757
0,2353
0,1040
0,7384
0,10194
0,4193
0,9592
0,7721
0,5686
0,269
0,276
0,890
0,2876
0,4424
0,1691
0,943
0,482
0,512
0,8998
0,9780
0,5174
0,1225
0,3988
0,2074
0,10608
0,6516
0,1689
0,10557
0,5047
0,7099
0,4513
0,3917
0,3994
0,9596
0,3881
0,7212
0,9276
0,6134
0,5133
0,4076
0,9279
0,6284
0,1895
0,5393
0,739
0,2181
0,825
0,1580
0,2176
0,2979
0,7664
0,4240
0,5148
0,861
0,2374
0,5042
0,5116
0,8490
0,1575
0,7141
0,2551
0,2270
0,4133
0,5629
0,8513
0,9572
0,9140
0,8825
0,2736
0,7357
0,3794
0,9767
0,3934
0,9055
0,437
0,411
0,10590
0,1321
0,9121
0,8698
0,1954
0,5980
0,9378
0,4392
0,229
0,6846
0,5726
0,7651
0,6844
0,646
0,6480
0,5811
0,9125
0,10040
0,407
0,7727
0,1576
0,4903
0,2588
0,1765
0,5602
0,3238
0,10552
0,9403
0,9688
0,8989
0,10468
0,2053
0,9123
0,5439
0,2281
0,10612
0,9086
0,7229
0,9104
0,9331
0,8720
0,4590
0,9928
0,2026
0,10675
0,8384
0,5678
0,7499
0,5989
0,448
0,6749
0,1444
0,4625
0,8055
0,9987
0,3508
0,4100
0,4951
0,1586
0,8784
0,7674
0,6007
0,4455
0,430
0,809
0,3686
0,8202
0,8904
0,7148
0,9441
0,9075
0,5939
0,9393
0,7898
0,7584
0,9337
0,6638
0,4119
0,4196
0,4374
0,2491
0,2423
0,8366
0,3479
0,1938
0,1131
0,7050
0,8620
0,3082
0,932
0,2446
0,108
0,2278
0,1644
0,5536
0,7696
0,10147
0,4531
0,3194
0,2113
0,7093
0,7209
0,7302
0,7625
0,7949
0,5998
0,8748
0,6002
0,7996
0,1651
0,4145
0,9733
0,4973
0,1061
0,3120
0,7101
0,7258
0,8422
0,10512
0,439
0,1364
0,9715
0,54
0,5965
0,973
0,7405
0,5804
0,1408
0,7654
0,1828
0,5394
0,1355
0,10549
0,7507
0,1461
0,20
0,8979
0,4211
0,3164
0,246
0,10252
0,7675
0,4123
0,6691
0,9524
0,6722
0,6479
0,9818
0,9679
0,8713
0,8939
0,4737
0,277
0,3439
0,9677
0,1092
0,10540
0,10098
0,5024
0,8623
0,3695
0,2375
0,8969
0,3715
0,3137
0,3199
0,4897
0,946
0,3850
0,9483
0,763
0,9285
0,1203
0,3575
0,6119
0,8689
0,10198
0,10022
0,5206
0,8804
0,8632
0,724
0,7998
0,5755
0,7788
0,4732
0,334
0,8106
0,9717
0,8414
0,2390
0,1098
0,1877
0,3036
0,1867
0,4974
0,290
0,2275
0,6548
0,6830
0,4756
0,5839
0,1909
0,184
0,1594
0,1270
0,1628
0,9183
0,6758
0,5483
0,10603
0,3507
0,3780
0,168
0,4545
0,3330
0,10626
0,6070
0,1001
0,9808
0,3298
0,6660
0,8018
0,1374
0,2840
0,5642
0,1312
0,8662
0,2438
0,9327
0,3861
0,3326
0,5497
0,2007
0,7760
0,380
0,4508
0,1278
0,577
0,14
0,5599
0,7054
0,8551
0,9078
0,1250
0,3633
0,6141
0,7217
0,8783
0,4221
0,1697
0,155
0,4547
0,2904
0,2768
0,211
0,2314
0,3218
0,5581
0,5259
0,494
0,1763
0,6896
0,18
0,7129
0,400
0,2484
0,6071
0,3637
0,833
0,8796
0,6627
0,9812
0,6470
0,8259
0,1965
0,7852
0,126
0,2592
0,1783
0,5338
0,9986
0,2188
0,9292
0,8272
0,1219
0,8488
0,7168
0,1344
0,8359
0,8110
0,3489
0,7650
0,863
0,1604
0,7461
0,8123
0,4141
0,5499
0,6610
0,100
0,9590
0,5229
0,8148
0,6818
0,9488
0,6820
0,9225
0,7363
0,1230
0,7912
0,8129
0,3455
0,8821
0,3530
0,2811
0,2441
0,5798
0,1581
0,5225
0,6555
0,5951
0,10383
0,5041
0,8630
0,10157
0,7679
0,2794
0,3340
0,6030
0,911
0,518
0,352
0,1912
0,511
0,2883
0,1150
0,7327
0,8653
0,8619
0,10265
0,6272
0,3907
0,7377
0,8985
0,8982
0,2093
0,9250
0,1932
0,4821
0,5943
0,558
0,4993
0,6405
0,8652
0,6853
0,3158
0,7605
0,5623
0,8925
0,9128
0,5756
0,1609
0,8258
0,8659
0,1397
0,2787
0,7555
0,6738
0,1670
0,7335
0,963
0,8019
0,5234
0,9030
0,5683
0,8437
0,5169
0,4395
0,10199
0,4473
0,3681
0,7612
0,1042
0,9303
0,2344
0,7644
0,8354
0,3731
0,10690
0,9168
0,1171
0,1389
0,10506
0,6778
0,2245
0,10634
0,6180
0,2901
0,3111
0,8704
0,10410
0,3106
0,1808
0,871
0,9462
0,5488
0,5739
0,750
0,6518
0,6878
0,7977
0,6209
0,4475
0,9472
0,4875
0,1516
0,854
0,3226
0,9460
0,8155
0,3805
0,7278
0,9077
0,3784
0,3743
0,1719
0,6701
0,4592
0,7396
0,1164
0,10361
0,3678
0,282
0,7066
0,6219
0,7667
0,9944
0,9797
0,8157
0,10640
0,7799
0,7194
0,2665
0,4207
0,6966
0,9323
0,1622
0,5964
0,2383
0,5254
0,8656
0,4122
0,6377
0,8379
0,562
0,7670
0,1460
0,197
0,4327
0,5812
0,6066
0,7489
0,1825
0,8303
0,4002
0,1537
0,1826
0,2548
0,1692
0,4934
0,8753
0,10101
0,2868
0,7610
0,5519
0,4490
0,6689
0,3342
0,8264
0,7200
0,9685
0,4280
0,2511
0,1887
0,5625
0,5856
0,7682
0,500
0,955
0,2132
0,6766
0,4218
0,559
0,6702
0,7032
0,900
0,3906
0,8072
0,10597
0,9851
0,8510
0,8139
0,9291
0,4774
0,10422
0,1387
0,3252
0,4149
0,10042
0,3276
0,2761
0,127
0,3765
0,1139
0,5823
0,1085
0,1558
0,8570
0,735
0,3104
0,4366
0,2260
0,8352
0,8972
0,8597
0,1958
0,7477
0,792
0,7492
0,2829
0,3673
0,9481
0,770
0,10537
0,2766
0,3862
0,458
0,10406
0,6626
0,2513
0,813
0,5120
0,328
0,1806
0,4694
0,4771
0,9527
0,4791
0,469
0,7330
0,3636
0,2016
0,615
0,2547
0,2061
0,9573
0,624
0,10525
0,7320
0,1937
0,9996
0,4884
0,4679
0,4159
0,2857
0,5367
0,8452
0,5865
0,3483
0,9577
0,304
0,6137
0,4317
0,1908
0,234
0,2526
0,2230
0,5932
0,9788
0,46
0,5817
0,6404
0,3456
0,2550
0,3813
0,536
0,1992
0,1441
0,9061
0,5808
0,8774
0,1450
0,5570
0,1907
0,1851
0,6621
0,3710
0,2381
0,4078
0,4400
0,892
0,8539
0,8004
0,4502
0,7663
0,6908
0,4216
0,5279
0,6502
0,8525
0,2117
0,8945
0,7309
0,9680
0,3871
0,5048
0,6261
0,1511
0,5577
0,5030
0,2519
0,9236
0,265
0,9229
0,4865
0,8538
0,8899
0,7589
0,7267
0,4041
0,6945
0,2109
0,9974
0,7002
0,6983
0,6048
0,4536
0,6360
0,1738
0,1076
0,414
0,9918
0,6097
0,6158
0,7052
0,10415
0,2739
0,10029
0,3391
0,1386
0,3932
0,5253
0,8096
0,1400
0,7521
0,1591
0,2397
0,9073
0,2994
0,5764
0,30
0,6098
0,3951
0,78
0,4620
0,1753
0,4627
0,1133
0,8009
0,10432
0,10311
0,942
0,7266
0,1082
0,2899
0,4943
0,4431
0,1764
0,2831
0,4180
0,8229
0,6756
0,2465
0,9746
0,4256
0,5749
0,5501
0,1557
0,9868
0,1187
0,1426
0,5027
0,9648
0,8232
0,320
0,3640
0,5923
0,8306
0,10653
0,740
0,648
0,3281
0,1119
0,1612
0,4546
0,6471
0,7659
0,6374
0,349
0,10114
0,2222
0,1410
0,10674
0,3378
0,6675
0,580
0,4614
0,2772
0,8780
0,7875
0,6015
0,10560
0,6816
0,8137
0,9096
0,9108
0,3660
0,3376
0,10301
0,607
0,5166
0,1875
0,254
0,10553
0,5252
0,2786
0,5844
0,6188
0,9189
0,7447
0,9591
0,3983
0,9854
0,3569
0,848
0,2629
0,574
0,5543
0,4495
0,514
0,9066
0,4088
0,9566
0,1166
0,4438
0,6674
0,8742
0,10154
0,4493
0,8285
0,218
0,3800
0,3542
0,263
0,10253
0,5944
0,1491
0,561
0,5445
0,7004
0,4697
0,9051
0,403
0,8955
0,4355
0,3370
0,2343
0,1879
0,6424
0,4120
0,1546
0,2174
0,3753
0,8146
0,7076
0,325
0,3160
0,9278
0,4707
0,638
0,6539
0,10325
0,4156
0,8573
0,10683
0,7277
0,384
0,7703
0,8161
0,2984
0,4542
0,10538
0,1928
0,7285
0,6673
0,4846
0,4330
0,5247
0,7114
0,1300
0,2184
0,5910
0,5920
0,8745
0,6543
0,2214
0,2865
0,6973
0,8211
0,4668
0,522
0,7642
0,4598
0,4463
0,3254
0,8119
0,140
0,599
0,6246
0,4735
0,4115
0,10027
0,2258
0,9908
0,4911
0,3407
0,1227
0,5291
0,10138
0,6060
0,10667
0,6839
0,2434
0,9458
0,8546
0,9612
0,9891
0,5485
0,3790
0,983
0,3016
0,181
0,4205
0,4286
0,538
0,10084
0,8220
0,6080
0,2305
0,5057
0,5182
0,7921
0,9102
0,1724
0,1088
0,5680
0,4905
0,4026
0,7420
0,6163
0,5014
0,7725
0,1070
0,9634
0,652
0,6681
0,2013
0,4539
0,2274
0,2690
0,2379
0,5845
0,6865
0,1066
0,10222
0,4743
0,5728
0,7408
0,1588
0,10484
0,9586
0,5158
0,8027
0,8349
0,2525
0,4398
0,6024
0,7732
0,10127
0,6900
0,6755
0,10354
0,4595
0,4978
0,628
0,1127
0,1562
0,6979
0,9300
0,5343
0,8701
0,3268
0,8953
0,7462
0,9807
0,7130
0,5670
0,5959
0,2199
0,10601
0,3897
0,3363
0,1155
0,2273
0,2706
0,5729
0,5088
0,6906
0,10115
0,435
0,1856
0,1341
0,209
0,6216
0,4532
0,3007
0,8269
0,6034
0,6478
0,6263
0,2075
0,4695
0,5304
0,5940
0,13
0,10523
0,2232
0,9896
0,2662
0,7789
0,6767
0,10192
0,2198
0,8327
0,7899
0,3318
0,3768
0,1647
0,2961
0,6372
0,2101
0,9261
0,4935
0,5914
0,4651
0,1055
0,8471
0,115
0,4787
0,4263
0,6412
0,3834
0,133
0,3518
0,934
0,3716
0,6186
0,7928
0,9049
0,5277
0,9940
0,7025
0,6806
0,5720
0,3187
0,9000
0,5587
0,4197
0,10462
0,3236
0,4102
0,1402
0,5410
0,2336
0,2107
0,6836
0,5674
0,4198
0,7107
0,8699
0,6570
0,73
0,4669
0,4093
0,196
0,10344
0,1973
0,9542
0,6717
0,1599
0,274
0,72
0,2936
0,1645
0,8357
0,7561
0,9235
0,171
0,2553
0,5714
0,2773
0,7480
0,5425
0,9924
