student_id,term_number,course_name,grade
10369,870,Current Topics in Forensic Investigation,A
10339,870,Planet Earth,B-
3213,870,Planet Earth,B
8685,870,Planet Earth,B
8697,870,Planet Earth,C-
713,870,Planet Earth,B-
5896,870,Planet Earth,B+
6301,870,Elementary German,B+
6105,870,Intermediate German,A
6302,870,German Literature of the 19th Century,A
7158,870,World Civilization I,A
9377,870,World Civilization I,D+
8685,870,World Civilization I,B-
10369,870,World Civilization I,B
5685,870,World Civilization II,C+
6784,870,World Civilization II,F
4017,870,World Civilization II,F
7158,870,History of the United States to 1877,B
3150,870,History of the United States since 1877,B
153,870,History of the United States since 1877,A
8227,870,History of the United States since 1877,B
3150,870,British Isles since 1714,B
1762,870,The Renaissance and Reformation,A
5977,870,Introduction to Japanese II,C+
2130,870,Music Appreciation,B+
6302,870,Music Appreciation,A-
9342,870,Music Appreciation,B
1762,870,University Bands,A
713,870,Choir,A
8167,870,Choir,A
1762,870,Second Semester Lessons,A
9342,870,Introduction to Philosophy,C-
7955,870,Introduction to Philosophy,D+
5405,870,Introduction to Philosophy,B+
3675,870,Introduction to Philosophy,B-
7787,870,"Science, Technology, and Ethics",C
1904,870,"Science, Technology, and Ethics",B
1836,870,"Science, Technology, and Ethics",A-
5370,870,"Science, Technology, and Ethics",A-
7560,870,Fitness Assessment and Management,A
6195,870,Fitness Assessment and Management,B
2,870,Fitness Assessment and Management,A
7056,870,Fitness Assessment and Management,C
7471,870,Fitness Assessment and Management,D
10369,870,Fitness Assessment and Management,A
9453,870,Fitness Assessment and Management,F
7241,870,Fitness Assessment and Management,B
4017,870,Fitness Assessment and Management,B
2544,870,Fitness Assessment and Management,F
9377,870,Seasonal Activities,A
6369,870,Weight Training,A
3947,870,Weight Training,A
8227,870,Weight Training,A
9342,870,Badminton,A
2797,870,Badminton,F
10307,870,Golf,A
679,870,Golf,A
4537,870,Golf,A
6147,870,Jogging/Walking,F
2474,870,Jogging/Walking,A
9309,870,Relaxation,A
7560,870,Personal Conditioning,F
9370,870,Scuba Diving,A
6369,870,"Dance Tech/Practice (Ballroom, Latin, Country)",A
2130,870,Volleyball,A
7471,870,Volleyball,C
6147,870,Volleyball,A
6147,870,Bowling,A
8485,870,Bowling,F
6369,870,Downhill Skiing,A
10339,870,Coaching Basketball,A
9170,870,Introduction to Politics,A
10307,870,Introduction to Politics,C
3150,870,Introduction to American Government,B-
7987,870,International Relations,B-
10339,870,Comparative Politics,A
721,870,"The Political Economy of Race, Gender and Ethnicity",B
9585,870,Seminar in Selected Topics in Political Science,F
2544,870,General Psychology,F
7471,870,General Psychology,F
1904,870,General Psychology,B
8700,870,The Psychology of Human Sexuality,B
49,870,Behavioral Research I,A-
49,870,History and Systems of Psychology,A
49,870,Cooperative Field Experience,A
49,870,Substance Abuse II: Intervention and Special Populations,A
49,870,Advanced Techniques of Counseling and Psychotherapy,A-
2474,870,Introduction to Sociology,A
619,870,Introduction to Sociology,A
5405,870,Social Inequalities,A
5365,870,Elementary Spanish,C
4498,870,Elementary Spanish,A
4678,870,Intermediate Spanish,D
9342,870,Oral Communication for Professionals,A-
5370,870,Oral Communication for Professionals,A-
679,870,Oral Communication for Professionals,B+
2,870,Oral Communication for Professionals,B
7241,870,Oral Communication for Professionals,B+
9370,870,Communication & Leadership in Small Groups,A
542,870,Pre-Student Teaching at Middle/Secondary Level,A-
1036,870,Introduction to the Theatre,F
5977,870,Introduction to the Theatre,B-
7560,870,Introduction to the Theatre,B
7471,870,Conversational American English for International Students,C-
9453,870,Conversational American English for International Students,D
280,870,Conversational American English for International Students,B
2754,870,Introduction to Women & Gender Studies,D
6336,870,Gender and Popular Culture,A
3313,880,Financial Accounting,B
6960,880,Leadership and Management,D
5689,880,"Management, Gender & Race",B+
3714,880,"Management, Gender & Race",A-
6714,880,Internship,F
6822,880,Business Communication,A-
6073,880,Survey of General Chemistry,B+
528,880,Microcomputer Applications,B
3696,880,College Algebra,B
528,880,Trigonometry and Analytic Geometry,C
5215,880,Trigonometry and Analytic Geometry,B-
3696,880,Trigonometry and Analytic Geometry,C-
8884,880,Calculus and Analytic Geometry I,C
3313,880,Calculus and Analytic Geometry I,B-
7128,880,Calculus and Analytic Geometry I,C+
2907,880,Calculus and Analytic Geometry II,F
6449,880,Calculus and Analytic Geometry II,C-
7411,880,Calculus and Analytic Geometry III,F
5953,880,Statistical Methods with Applications,F
9843,880,Statistical Methods with Applications,B-
8305,880,Internship,A
9843,880,"The Political Economy of Race, Gender and Ethnicity",B+
2907,880,"The Political Economy of Race, Gender and Ethnicity",A
6822,880,"Race, Gender, and Class",A
6822,880,World Civilization I,C
4831,880,World Civilization II,A
5215,880,History of the United States to 1877,B-
6449,880,Fitness Assessment and Management,A
9201,880,Fitness Assessment and Management,A
9268,880,Fitness Assessment and Management,A
3714,880,Child Psychology,B-
9268,880,Elementary Spanish,B
9268,880,Oral Communication for Professionals,A-
6960,880,Oral Communication for Professionals,A-
528,880,Oral Communication for Professionals,A
7128,880,Liberal Arts & Education Short Term International Experience,A
10401,880,Accounting Issues for Managers,C-
6940,880,Leadership and Management,C+
1931,880,Leadership and Management,A
3052,880,Industrial Studies Internship,A
9901,880,Calculus and Analytic Geometry I,B+
2754,880,Calculus and Analytic Geometry I,B+
10401,880,Calculus and Analytic Geometry II,D
1931,880,Calculus and Analytic Geometry III,B-
2797,880,Statistical Methods with Applications,F
2137,880,General Physics I,C-
9901,880,"The Political Economy of Race, Gender and Ethnicity",A
6784,880,College Writing II,B+
7158,880,"The Political Economy of Race, Gender and Ethnicity",A
6784,880,World Civilization II,A
8700,880,Introduction to Experimental Psychology,A
49,880,Child Psychology,B
8700,880,Child Psychology,B
4990,880,Oral Communication for Professionals,A
542,880,Key Concepts of Middle Level Education,A
542,880,Characteristics of Transescents,A
542,880,"Advising, Interaction and Communication",A
542,880,Teaching Transescents,A
4099,890,Financial Accounting,C
8542,890,Financial Accounting,F
839,890,Financial Accounting,B
10555,890,Financial Accounting,C+
6750,890,Financial Accounting,C+
8964,890,Financial Accounting,B
2405,890,Financial Accounting,B+
9789,890,Financial Accounting,B
9062,890,Financial Accounting,C
9389,890,Financial Accounting,F
6964,890,Financial Accounting,B
1308,890,Financial Accounting,C
5872,890,Financial Accounting,B+
3833,890,Financial Accounting,A
1238,890,Financial Accounting,A
8282,890,Financial Accounting,B+
488,890,Management Accounting,D
1704,890,Management Accounting,B-
9361,890,Management Accounting,C-
8915,890,Management Accounting,C-
8167,890,Management Accounting,B
3692,890,Management Accounting,C
10594,890,Management Accounting,B
9071,890,Management Accounting,B
5689,890,Management Accounting,B
1234,890,Management Accounting,F
3313,890,Management Accounting,C-
5822,890,Management Accounting,B
6009,890,Management Accounting,C
10105,890,Accounting Issues for Managers,C+
5365,890,Accounting Issues for Managers,C-
4135,890,Accounting Issues for Managers,C+
2197,890,Accounting Issues for Managers,B+
1602,890,Accounting Issues for Managers,F
698,890,Accounting Issues for Managers,C-
5611,890,Accounting Issues for Managers,C-
7049,890,Intermediate Accounting I,C
6020,890,Federal Income Tax,B
7801,890,Federal Income Tax,B
2346,890,Advanced Accounting I,C
4013,890,Cost Accounting,D
7801,890,Cost Accounting,B
6020,890,Cost Accounting,B-
1891,890,Cost Accounting,D+
2346,890,Auditing I,B
9062,890,Agribusiness Professional Development I,A-
9062,890,Engines and Tractor Systems,B+
698,890,Concepts of Biology,C+
8305,890,Concepts of Biology,F
3856,890,Concepts of Biology,B+
1210,890,Concepts of Biology,C
1832,890,Concepts of Biology,C
2450,890,Concepts of Biology,C+
5365,890,Concepts of Biology,B-
9389,890,Concepts of Biology,B
9352,890,General Botany,A-
9532,890,General Botany,B-
8765,890,The Unity of Life,B-
8765,890,The Diversity of Life,B
7775,890,The Diversity of Life,C+
10412,890,Essentials of Anatomy and Physiology,D+
6976,890,Fundamentals of Biological Investigations,A
6976,890,Ecology and Evolution,B+
6456,890,Ecology and Evolution,D
10529,890,Biotechnology,B
6456,890,Advanced Physiology,C-
6456,890,Capstone Course: From Atoms to Ecosystems - The Study of Life,C
10529,890,Capstone Course: From Atoms to Ecosystems - The Study of Life,A
9795,890,Global Business,D
9954,890,Global Business,B
5673,890,Global Business,B
2208,890,Global Business,B
5083,890,Global Business,C
4099,890,Global Business,B
8115,890,Global Business,C
1238,890,Global Business,B
5473,890,Global Business,D
3605,890,Global Business,B+
2405,890,Global Business,C
3297,890,Global Business,C
9803,890,Global Business,D
5155,890,Global Business,B
8964,890,Global Business,A
1345,890,Global Business,B+
9789,890,Global Business,A-
10434,890,Global Business,C
8406,890,Global Business,B-
9228,890,Leadership and Management,C+
4640,890,Leadership and Management,C+
4368,890,Leadership and Management,B
1733,890,Leadership and Management,F
2456,890,Leadership and Management,B-
6009,890,Leadership and Management,A-
711,890,Leadership and Management,B
10031,890,Leadership and Management,A
1378,890,Leadership and Management,D
818,890,Leadership and Management,F
1008,890,Leadership and Management,B-
2583,890,Leadership and Management,C
8282,890,Leadership and Management,B-
5614,890,Leadership and Management,F
2448,890,Leadership and Management,B
9916,890,Leadership and Management,B
839,890,Leadership and Management,A
7344,890,Leadership and Management,F
4099,890,Leadership and Management,A
2638,890,Leadership and Management,C
7282,890,Leadership and Management,C
7694,890,Leadership and Management,B
1183,890,Leadership and Management,A
761,890,Leadership and Management,B
7958,890,Leadership and Management,A
7938,890,Leadership and Management,A
6513,890,Leadership and Management,C+
32,890,Leadership and Management,C+
5673,890,Leadership and Management,A
8374,890,Leadership and Management,A
3229,890,Leadership and Management,A
10569,890,Leadership and Management,B+
8293,890,Leadership and Management,B+
2255,890,Leadership and Management,A
8045,890,Leadership and Management,D+
9039,890,Leadership and Management,D+
5616,890,Leadership and Management,B
60,890,Leadership and Management,C
6142,890,Leadership and Management,B-
5019,890,Leadership and Management,B
10062,890,Introduction to Marketing,C
8406,890,Introduction to Marketing,C
5673,890,Introduction to Marketing,B
10594,890,Introduction to Marketing,A-
6020,890,Introduction to Marketing,B
1704,890,Introduction to Marketing,A
5891,890,Introduction to Marketing,B
6788,890,Introduction to Marketing,F
2527,890,Introduction to Marketing,A-
7049,890,Introduction to Marketing,A-
7801,890,Introduction to Marketing,A
9789,890,Introduction to Marketing,B
8322,890,Special Issues in Business,A
5173,890,Human Resource Management,B-
8915,890,Human Resource Management,C+
10555,890,Human Resource Management,C+
1345,890,The Legal Environment of Business,A
1704,890,The Legal Environment of Business,B
4483,890,The Legal Environment of Business,B
488,890,The Legal Environment of Business,D
9710,890,Managerial Law,B
6020,890,Managerial Law,B
10594,890,Managerial Law,B
7801,890,Managerial Law,A
5677,890,E-Commerce and E-Marketing in Today's World,B-
6870,890,E-Commerce and E-Marketing in Today's World,C+
3605,890,E-Commerce and E-Marketing in Today's World,A-
3912,890,E-Commerce and E-Marketing in Today's World,A-
7128,890,"Management, Gender & Race",B
1579,890,"Management, Gender & Race",B
8727,890,"Management, Gender & Race",B
7411,890,"Management, Gender & Race",B
9071,890,"Management, Gender & Race",B
8334,890,"Management, Gender & Race",C+
8167,890,"Management, Gender & Race",C-
7792,890,"Management, Gender & Race",C
7049,890,"Management, Gender & Race",A-
1891,890,"Management, Gender & Race",B+
4013,890,Personal Financial Planning,B
5215,890,Personal Financial Planning,C
1078,890,Personal Financial Planning,B
1078,890,Risk Management,C
9024,890,Organizational Behavior,B
1672,890,Organizational Behavior,A
4013,890,Organizational Behavior,A
9710,890,Quality Management,A-
2346,890,Quality Management,B+
6765,890,Quality Management,B
3313,890,Corporate Finance,C-
4135,890,Corporate Finance,B-
5689,890,Corporate Finance,C+
5677,890,Advertising,B+
9408,890,Advertising,B
9408,890,Marketing Research,C+
4013,890,Bank Management,B
9408,890,International Marketing,B
4013,890,Investments,A
5365,890,Supply Chain Management,C
5891,890,Supply Chain Management,B
6730,890,Supply Chain Management,A-
9389,890,Supply Chain Management,F
2527,890,Supply Chain Management,C+
3752,890,Supply Chain Management,B-
733,890,Supply Chain Management,B+
8293,890,Supply Chain Management,B+
1704,890,Supply Chain Management,A
3274,890,Operations Management,A
9024,890,Operations Management,C+
4135,890,Operations Management,A
2197,890,Operations Management,A
1891,890,Operations Management,C
3274,890,Strategic Management,A
8322,890,Strategic Management,B+
6870,890,Strategic Management,C+
2346,890,Strategic Management,B
6714,890,Special Problems,F
9750,890,Introduction to Manufacturing,A
9062,890,Introduction to Metals Processes,C-
1235,890,General Construction Estimating,B
1235,890,Construction Safety Management,A-
1235,890,Construction Laboratory,A-
1235,890,Building Systems Analysis,B
9710,890,Production Planning and Control,A
8376,890,Media Technologies I (Image Manipulation),A
9834,890,Media Technologies I (Image Manipulation),A
3092,890,Software: Illustrator Basic,A
5341,890,Software: Illustrator Basic,A
1617,890,Software: Flash Basic,F
8376,890,Software: Flash Basic,B
6822,890,Software: Flash Basic,C
8376,890,Media Technologies III (Web),B
6822,890,Media Technologies III (Web),C
3092,890,Integrated Design Software,B
6822,890,Software: InDesign Basic,F
3092,890,Visual Communication,B
160,890,Visual Communication,C
6822,890,Visual Communication,C
5909,890,Introduction to Mass Media,B
528,890,Introduction to Mass Media,B
6822,890,Basic Photography,B
6714,890,Writing for Electronic Media,C
5341,890,Web Development: Basics,A
2828,890,Web Development: Basics,A
2760,890,Web Development: Basics,A
6714,890,Applied Communication,A
6714,890,DIGITAL AUDIO PRODUCTION,B
5677,890,Business Communication,B
6020,890,Business Communication,B
7801,890,Business Communication,B+
6714,890,Topics in Media Studies,B
5677,890,"Volunteers, Fundraising, and Grants",A
5677,890,Photography III,A
160,890,Photography III,C
2828,890,Photography III,A
9386,890,Introduction to Reclamation & Restoration,B
4338,890,Introductory Chemistry,C
300,890,Introductory Chemistry,B
3229,890,Survey of General Chemistry,A
8727,890,Survey of General Chemistry,C+
9401,890,Survey of General Chemistry,A
2346,890,Survey of General Chemistry,A
3696,890,General Chemistry I,C-
9947,890,General Chemistry I,D
7005,890,General Chemistry I,C-
9386,890,General Chemistry I,C-
7896,890,General Chemistry II,B+
6976,890,General Chemistry II,C
6750,890,Chemistry for Engineers,B-
6026,890,Chemistry for Engineers,C+
8884,890,Chemistry for Engineers,A-
1086,890,Chemistry for Engineers,B-
9564,890,Chemistry for Engineers,D+
348,890,Chemistry for Engineers,B-
4675,890,Chemistry for Engineers,C+
7364,890,Chemistry for Engineers,B
10174,890,Chemistry for Engineers,B-
9533,890,Chemistry for Engineers,A
3539,890,Chemistry for Engineers,B
7775,890,Inorganic Chemistry,C-
9548,890,Organic Chemistry Laboratory,B+
9548,890,Organic Chemistry Lecture,D
6304,890,Introduction to Infrastructure,B-
6304,890,Civil and Environmental Engineering Computer Applications,B
5953,890,Elements of Surveying,B
7344,890,Introduction to Computer Science,F
9803,890,Introduction to Computer Science,F
9916,890,Introduction to Programming,A-
5083,890,Introduction to Programming,A
1378,890,Introduction to Programming,C+
818,890,Introduction to Programming,F
5614,890,Introduction to Programming,F
9803,890,Introduction to Programming,F
5266,890,Introduction to Programming,A
3460,890,Introduction to Programming,B+
9228,890,Introduction to Programming,A-
5086,890,Introduction to Programming,A
761,890,Introduction to Programming,A
4640,890,Introduction to Programming,C-
7344,890,Introduction to Programming,F
5473,890,Introduction to Programming,B
7938,890,Introduction to Programming,A
6142,890,Introduction to Programming,A
6513,890,Introduction to Programming,A-
8837,890,Introduction to Programming,A
7820,890,Introduction to Programming,F
8765,890,Introduction to Programming,A
2448,890,Introduction to Programming,A-
6525,890,Introduction to Programming,F
9534,890,Introduction to Programming,F
1008,890,Introduction to Programming,A-
524,890,Introduction to Programming,A
990,890,Introduction to Programming,A
3696,890,Introduction to Programming,B
381,890,Programming in C++,A
4338,890,Programming in C++,D
6368,890,Programming in C++,A
6922,890,Programming in C++,B
2583,890,Programming in C++,F
347,890,Programming in C++,C
32,890,Programming in C++,C
2057,890,Programming in C++,B
585,890,Programming in C++,A
16,890,Programming in C++,C
7341,890,Programming in C++,A
8248,890,Programming in C++,B
7987,890,Programming in C++,A
8374,890,Programming in C++,F
2907,890,Programming in C++,C
1733,890,Programming in C++,F
528,890,Programming in C++,B
3297,890,Programming in C++,D
970,890,Programming in C++,D
10260,890,Programming in C++,B
4099,890,Programming in C++,B
9810,890,Programming in C++,C
8542,890,Programming in C++,C
2638,890,Programming in C++,D
5673,890,Programming in C++,B
2121,890,Programming in C++,B
5909,890,Programming in C++,C
6597,890,Programming in C++,A
9410,890,Programming in C++,B
60,890,Programming in C++,C
4785,890,Programming in C++,D
8282,890,Programming in C++,F
5616,890,Programming in C++,C
5464,890,Programming in C++,F
10031,890,Programming in C++,B
9764,890,Programming in C++,A
2394,890,Programming in C++,B
5155,890,Programming in C++,A
10651,890,Programming in C++,B
348,890,Programming in C++,B
2545,890,Programming in C++,D
6960,890,Microcomputer Applications,B+
7341,890,Microcomputer Applications,B
6927,890,Microcomputer Applications,B
9274,890,Programming in VB.NET,B
7948,890,Programming in VB.NET,B
1629,890,Programming in VB.NET,C+
4483,890,Programming in VB.NET,B
1183,890,Programming in VB.NET,A-
9954,890,Programming in VB.NET,D+
5872,890,Programming in VB.NET,A
6130,890,Programming in VB.NET,A-
2106,890,Programming in VB.NET,B
488,890,Programming in VB.NET,C+
528,890,Programming in VB.NET,B-
7240,890,Programming in VB.NET,B+
5341,890,Programming in VB.NET,A
1345,890,Programming in VB.NET,A
1308,890,Programming in VB.NET,D+
8293,890,Programming in VB.NET,A-
4678,890,Programming in VB.NET,B-
1704,890,Programming in VB.NET,B
9071,890,Programming in VB.NET,B
5563,890,Programming in VB.NET,C+
8670,890,Programming in VB.NET,A-
7951,890,Programming in VB.NET,C
8098,890,Programming in VB.NET,A
6009,890,Programming in VB.NET,C
10673,890,Programming in VB.NET,B
7049,890,Programming in VB.NET,A-
2208,890,Programming in VB.NET,A-
2433,890,Programming in VB.NET,A
2456,890,Programming in VB.NET,F
1196,890,Programming in VB.NET,B+
839,890,Programming in VB.NET,A
2450,890,Programming in VB.NET,C
4052,890,Programming in VB.NET,C+
10434,890,Programming in VB.NET,A
8406,890,Programming in VB.NET,A-
9361,890,Programming in VB.NET,B-
452,890,Programming in VB.NET,D+
5822,890,Programming in VB.NET,B+
7053,890,Programming in VB.NET,B+
7005,890,Programming in VB.NET,C-
8964,890,Programming in VB.NET,A
9304,890,Programming in VB.NET,A
8915,890,Programming in VB.NET,B
5019,890,Programming in VB.NET,B+
9274,890,Object-Oriented Programming and Data Structures I,B+
7948,890,Object-Oriented Programming and Data Structures I,C-
1629,890,Object-Oriented Programming and Data Structures I,F
1183,890,Object-Oriented Programming and Data Structures I,C+
330,890,Object-Oriented Programming and Data Structures I,A
839,890,Object-Oriented Programming and Data Structures I,A
6388,890,Object-Oriented Programming and Data Structures I,A-
488,890,Object-Oriented Programming and Data Structures I,C+
9475,890,Object-Oriented Programming and Data Structures I,B+
6379,890,Object-Oriented Programming and Data Structures I,D
1345,890,Object-Oriented Programming and Data Structures I,A
4052,890,Object-Oriented Programming and Data Structures I,C
6198,890,Object-Oriented Programming and Data Structures I,A
4483,890,Object-Oriented Programming and Data Structures I,B+
2456,890,Object-Oriented Programming and Data Structures I,F
1234,890,Object-Oriented Programming and Data Structures I,F
1186,890,Object-Oriented Programming and Data Structures I,C
1308,890,Object-Oriented Programming and Data Structures I,F
5795,890,Object-Oriented Programming and Data Structures I,F
2676,890,Object-Oriented Programming and Data Structures I,A-
9039,890,Object-Oriented Programming and Data Structures I,F
7699,890,Object-Oriented Programming and Data Structures I,B
10434,890,Object-Oriented Programming and Data Structures I,B+
4941,890,Object-Oriented Programming and Data Structures I,F
7951,890,Object-Oriented Programming and Data Structures I,B
4982,890,Object-Oriented Programming and Data Structures I,D
6009,890,Object-Oriented Programming and Data Structures I,C
9389,890,Object-Oriented Programming and Data Structures I,B
7282,890,Object-Oriented Programming and Data Structures I,A-
7694,890,Object-Oriented Programming and Data Structures I,B
5019,890,Object-Oriented Programming and Data Structures I,B
4712,890,Object-Oriented Programming and Data Structures II,C
7292,890,Object-Oriented Programming and Data Structures II,D+
733,890,Object-Oriented Programming and Data Structures II,C+
1196,890,Object-Oriented Programming and Data Structures II,C+
2780,890,Object-Oriented Programming and Data Structures II,C-
4277,890,Object-Oriented Programming and Data Structures II,A
3313,890,Object-Oriented Programming and Data Structures II,C
7958,890,Object-Oriented Programming and Data Structures II,B-
10569,890,Object-Oriented Programming and Data Structures II,C
452,890,Object-Oriented Programming and Data Structures II,F
5822,890,Object-Oriented Programming and Data Structures II,C-
7053,890,Object-Oriented Programming and Data Structures II,C
10673,890,Object-Oriented Programming and Data Structures II,D
2208,890,Object-Oriented Programming and Data Structures II,B
4368,890,Object-Oriented Programming and Data Structures II,C
5843,890,Object-Oriented Programming and Data Structures II,C-
10616,890,Object-Oriented Programming and Data Structures II,B
780,890,Object-Oriented Programming and Data Structures II,C
2405,890,Object-Oriented Programming and Data Structures II,C
9532,890,Object-Oriented Programming and Data Structures II,C
4602,890,Object-Oriented Programming and Data Structures II,B-
9789,890,Object-Oriented Programming and Data Structures II,C+
9330,890,Object-Oriented Programming and Data Structures II,B
9201,890,Object-Oriented Programming and Data Structures II,C
10592,890,Object-Oriented Programming and Data Structures II,C-
711,890,Object-Oriented Programming and Data Structures II,B-
5173,890,Systems Analysis and Design,B
5872,890,Systems Analysis and Design,B+
488,890,Systems Analysis and Design,B
8727,890,Systems Analysis and Design,B+
10105,890,Systems Analysis and Design,B
4052,890,Systems Analysis and Design,B-
8167,890,Systems Analysis and Design,C
8293,890,Systems Analysis and Design,A
9071,890,Systems Analysis and Design,B
2527,890,Systems Analysis and Design,A-
3833,890,Systems Analysis and Design,A-
8964,890,Systems Analysis and Design,A
698,890,Systems Analysis and Design,B
7049,890,Systems Analysis and Design,B+
8318,890,Programming Language Structures,B-
4712,890,Programming Language Structures,C-
1196,890,Programming Language Structures,B-
3092,890,Programming Language Structures,F
6130,890,Programming Language Structures,B-
675,890,Programming Language Structures,A
1078,890,Programming Language Structures,B+
6395,890,Programming Language Structures,C+
3912,890,Programming Language Structures,B+
6765,890,Programming Language Structures,C-
6964,890,Programming Language Structures,A-
645,890,Programming Language Structures,A
7585,890,Programming Language Structures,B-
1579,890,Programming Language Structures,B+
3801,890,Programming Language Structures,F
4831,890,Programming Language Structures,B-
780,890,Programming Language Structures,A-
1199,890,Programming Language Structures,B-
1672,890,Programming Language Structures,B-
5676,890,Programming Language Structures,A-
9401,890,Programming Language Structures,A
7128,890,Programming Language Structures,B+
8633,890,Programming Language Structures,C-
8334,890,Programming Language Structures,F
2828,890,Programming Language Structures,B+
7389,890,Programming Language Structures,B-
3605,890,Programming Language Structures,B+
5705,890,Programming Language Structures,A-
4703,890,Programming Language Structures,B
2760,890,Programming Language Structures,B
8014,890,Data Communications and Computer Networks,F
5843,890,Data Communications and Computer Networks,C
8308,890,Data Communications and Computer Networks,F
780,890,Data Communications and Computer Networks,B
6130,890,Data Communications and Computer Networks,B
5676,890,Data Communications and Computer Networks,B
4602,890,Data Communications and Computer Networks,B
9789,890,Data Communications and Computer Networks,B
9330,890,Data Communications and Computer Networks,C
10062,890,Data Communications and Computer Networks,C
7389,890,Data Communications and Computer Networks,C
6730,890,Data Communications and Computer Networks,C
8670,890,Data Communications and Computer Networks,C-
3833,890,Data Communications and Computer Networks,B
3856,890,Data Communications and Computer Networks,B
9268,890,Data Communications and Computer Networks,D
3752,890,Data Communications and Computer Networks,C
1579,890,Data Communications and Computer Networks,B
3801,890,Data Communications and Computer Networks,C
1196,890,Data Communications and Computer Networks,C
9352,890,Data Communications and Computer Networks,B
8727,890,Data Communications and Computer Networks,C
10569,890,Data Communications and Computer Networks,B
8334,890,Data Communications and Computer Networks,C
2197,890,Data Communications and Computer Networks,B
6051,890,Data Communications and Computer Networks,A
3605,890,Data Communications and Computer Networks,B
9361,890,Data Communications and Computer Networks,F
452,890,Data Communications and Computer Networks,C
5822,890,Data Communications and Computer Networks,C
6788,890,Data Communications and Computer Networks,F
6765,890,Data Communications and Computer Networks,C
7441,890,"Web Protocols, Technologies and Applications",B-
4712,890,"Web Protocols, Technologies and Applications",B-
3752,890,"Web Protocols, Technologies and Applications",B
3274,890,"Web Protocols, Technologies and Applications",A-
1579,890,"Web Protocols, Technologies and Applications",B
8308,890,"Web Protocols, Technologies and Applications",F
780,890,"Web Protocols, Technologies and Applications",B
7437,890,"Web Protocols, Technologies and Applications",C-
10105,890,"Web Protocols, Technologies and Applications",C
9330,890,"Web Protocols, Technologies and Applications",A
8334,890,"Web Protocols, Technologies and Applications",C
2197,890,"Web Protocols, Technologies and Applications",A
1891,890,"Web Protocols, Technologies and Applications",A-
6051,890,"Web Protocols, Technologies and Applications",A
2527,890,"Web Protocols, Technologies and Applications",A
3912,890,"Web Protocols, Technologies and Applications",A
4703,890,"Web Protocols, Technologies and Applications",B
3752,890,Applications in Information Systems,C
3274,890,Applications in Information Systems,A
733,890,Applications in Information Systems,B
8727,890,Applications in Information Systems,B
10105,890,Applications in Information Systems,C
7792,890,Applications in Information Systems,C
10062,890,Applications in Information Systems,B
2197,890,Applications in Information Systems,A
6730,890,Applications in Information Systems,B
6870,890,Applications in Information Systems,B
6788,890,Applications in Information Systems,C
1602,890,Applications in Information Systems,D
5611,890,Applications in Information Systems,C
9268,890,Applications in Information Systems,C
4831,890,Independent Study in Computer Science,A
3274,890,Independent Study in Computer Science,C+
10469,890,Thesis Research,C+
749,890,Electrical Engineering Projects and Tools,B
3696,890,Electrical Engineering Projects and Tools,A
6367,890,Electrical Engineering Projects and Tools,C+
7958,890,Electrical Engineering Projects and Tools,A
5918,890,Electrical Engineering Projects and Tools,B-
7699,890,Electrical Engineering Projects and Tools,B
1086,890,Electrical Engineering Projects and Tools,A
348,890,Electrical Engineering Projects and Tools,B+
1199,890,Circuit Modeling I,C-
6449,890,Circuit Modeling I,B-
9304,890,Circuit Modeling I,D
2907,890,Circuit Modeling I,C-
9410,890,Circuit Modeling I,D
4779,890,Circuit Modeling I,C+
4678,890,Circuit Modeling I,C
6368,890,Circuit Modeling II,C
10616,890,Signals and Systems,C
9843,890,Signals and Systems,F
10616,890,Introduction to Electrical Machines and Power Systems,B+
7585,890,Logic and Digital Design,B
4116,890,Introduction to Microprocessors,C
9843,890,Applied Mechanics,C
9843,890,Engineering Physics Lab,C
9843,890,Engineering Quantum Mechanics,B+
5108,890,Engineering Success Skills,D
8248,890,Engineering Success Skills,C
1180,890,Engineering Success Skills,A-
6927,890,Engineering Success Skills,A-
9764,890,Engineering Success Skills,A
1340,890,Engineering Success Skills,C+
749,890,Engineering Success Skills,F
9533,890,Engineering Success Skills,B
6198,890,Engineering Success Skills,F
1086,890,Engineering Success Skills,B-
348,890,Engineering Success Skills,A
10174,890,Engineering Success Skills,A
6367,890,Engineering Success Skills,B-
2448,890,Engineering Success Skills,B+
9551,890,Engineering Success Skills,B+
2394,890,Engineering Success Skills,A
9916,890,Engineering Success Skills,C+
10031,890,Engineering Success Skills,B+
8884,890,Engineering Success Skills,B-
4675,890,Engineering Success Skills,B-
9564,890,Engineering Success Skills,A
300,890,Engineering Success Skills,A
6388,890,Engineering Success Skills,B
6597,890,Engineering Success Skills,B+
8374,890,Engineering Success Skills,B-
2935,890,Engineering Success Skills,F
3539,890,Engineering Success Skills,A-
7364,890,Engineering Success Skills,B
3696,890,Introduction to Engineering Projects,B
9532,890,Introduction to Engineering Projects,A-
1186,890,Introduction to Engineering Projects,B+
6026,890,Introduction to Engineering Projects,A-
10412,890,Engineering Computer Graphics,B+
7958,890,Engineering Computer Graphics,A
1180,890,Engineering Modeling and Design,A
9564,890,Engineering Modeling and Design,B
1180,890,Engineering Mechanics-Statics,B
6304,890,Engineering Mechanics-Statics,C-
7987,890,Engineering Mechanics-Statics,B
9564,890,Engineering Mechanics-Statics,D
2676,890,Engineering Mechanics-Dynamics,D+
